CASEID,RESPONSE,RESIDUAL,TOTAL_INDEX_CRIME_RATES_PER_100K,PERCENT_HISPANIC_FEMALE,PERCENT_WHITE_MALE,PERCENT_NATIVE_HAWAIIN_FEMALE,PERCENT_OF_PARAPHERNALIA_DRUG_ARRESTS,PERCENT_NEEDLE_SYRINGE_ARRESTS,PERCENT_AMERICAN_INDIAN_FEMALE,PERCENT_ASAIN_FEMALE,PERCENT_CANNABIS_ARRESTS,PERCENT_AMERICAN_INDIAN_MALE,PERCENT_BLACK_MALE,PERCENT_WHITE_FEMALE,PERCENT_CONTROLLED_SUBSTANCE_ARRESTS,PERCENT_TWO_OR_MORE_RACES_MALE,UNEMPLOYMENT_RATE,PERCENT_OF_METH_ARRESTS,PERCENT_NATIVE_HAWAIIN_MALE,POPULATION_PERCENT_MALE,PERCENT_TWO_OR_MORE_RACES_FEMALE,PERCENT_ASAIN_MALE,PERCENT_BLACK_FEMALE,PERCENT_HISPANIC_MALE,HTS_PER_100K,SEXUAL_ASSAULT_PER_100K,ARSON_PER_100K,MVT_PER_100K,BURGLARY_PER_100K,COUNTY,POPULATION,HOMOCIDES_PER_100K,BATTERY_ASSAULT_PER_100K,HTIS_PER_100K,YEAR,THEFT_PER_100K,ROBBERY_PER_100K
159,3283.68,427.819,3711.5,0.013575,0.446645,0,0.196721,10.6557,0.00286894,0.00223917,13.1148,0.00237912,0.0291792,0.471276,31.9672,0.0116157,6.5,24.5902,0.000139948,0.481562,0.0130152,0.00244909,0.0290393,0.0166538,0,74.3645,27.0416,169.01,709.843,"MASSAC",14792,0,236.614,0,2017,2420.23,74.3645
160,636.755,-294.255,342.5,0.00772797,0.478809,0.000162694,0.333333,0,0.0013829,0.00244041,50,0.00195233,0.00471813,0.497682,0,0.00764663,4.2,16.6667,8.13471e-05,0.486862,0.00667046,0.000976165,0.00479948,0.00764663,0,29.1524,0,7.2881,80.1691,"MENARD",13721,0,21.8643,0,2017,204.067,0
161,694.347,-504.947,189.4,0.0129421,0.490069,0.000256279,0.205882,0,0.000896976,0.00256279,41.1765,0.00192209,0.00410046,0.490966,23.5294,0.00640697,5.1,14.7059,0.000128139,0.498078,0.00454895,0.00160174,0.00269093,0.011981,0,5.11954,0,5.11954,51.1954,"MERCER",19533,0,0,0,2017,127.989,0
162,609.429,-189.329,420.1,0.00760701,0.489862,0.000146289,0.234568,8.64198,0.00111179,0.00389128,14.8148,0.00111179,0.00213581,0.492729,34.5679,0.00479827,3.4,18.5185,0.000146289,0.49545,0.00482753,0.00193101,0.00184324,0.00772404,0,8.63185,2.87728,14.3864,77.6867,"MONROE",34755,0,34.5274,0,2017,279.097,2.87728
163,1251.73,382.066,1633.8,0.0060804,0.488412,0.000138981,0.297794,0.735294,0.0010771,0.00277961,25.7353,0.00121608,0.0325909,0.464126,33.4559,0.00403044,5.7,10.2941,0.000243216,0.524756,0.0046211,0.00204996,0.00250165,0.0118828,0,16.1124,25.7798,54.7822,296.468,"MONTGOMERY",31032,0,93.4519,0,2017,1143.98,3.22248
164,2211.16,318.137,2529.3,0.00978245,0.449671,0.000116805,0.16763,2.89017,0.00131406,0.00312454,8.67052,0.00283253,0.0494963,0.459688,41.0405,0.00914002,4.4,30.6358,0.000350416,0.506205,0.00896481,0.00341656,0.0205869,0.0148635,0,51.1538,14.2094,71.0469,363.76,"MORGAN",35188,2.84188,201.773,0,2017,1801.75,22.735
165,608.052,-136.052,472,0.00659819,0.483913,0.000136045,0.25,0,0.00122441,0.00156452,37.5,0.00122441,0.0027209,0.500102,25,0.00462554,3.9,12.5,0.000204068,0.489627,0.00435345,0.00142847,0.00299299,0.00748248,0,6.74309,0,20.2293,33.7154,"MOULTRIE",14830,0,114.633,0,2017,289.953,6.74309
166,904.637,-224.637,680,0.0492224,0.48391,0.000294158,0.341463,7.31707,0.00160806,0.00339262,26.8293,0.00201988,0.00678524,0.485616,31.7073,0.00694213,5.1,0,0.000411821,0.496519,0.00749122,0.00300041,0.00507913,0.0519287,0,13.0412,1.86303,24.2194,106.193,"OGLE",53676,0,48.4388,0,2017,482.525,3.72606
167,3631.16,157.538,3788.7,0.0237721,0.373615,0.000361594,0.163915,7.78302,0.00183537,0.0191809,27.0047,0.00208191,0.0872976,0.380348,47.6415,0.0147815,5.9,1.17925,0.000290371,0.484788,0.0147761,0.0207095,0.0987098,0.0243583,0,58.2311,27.5558,224.086,731.529,"PEORIA",192337,6.75897,324.95,0,2017,2261.66,153.897
168,825.017,-69.1173,755.9,0.00700155,0.463183,0.000328932,0.26087,10.559,0.00108078,0.00202058,7.45342,0.00286641,0.0788967,0.429632,27.3292,0.00996194,6,28.5714,0.000281942,0.549128,0.00770641,0.00300738,0.0101029,0.024341,0,8.99847,8.99847,13.4977,206.965,"PERRY",22226,0,134.977,0,2017,377.936,4.49924
169,692.733,-253.033,439.7,0.00694191,0.486786,0.000365364,0.310345,0,0.00109609,0.00243576,24.1379,0.00109609,0.0039581,0.493728,41.3793,0.00523688,4.1,3.44828,0.000121788,0.494093,0.00554135,0.00170503,0.00274023,0.00584582,0,31.407,5.23451,20.938,157.035,"PIATT",19104,0,31.407,0,2017,193.677,0
170,915.44,-118.94,796.5,0.00453153,0.483023,6.38244e-05,0.339181,1.75439,0.000829717,0.00159561,3.50877,0.00153178,0.0124457,0.492915,8.18713,0.00453153,4.5,52.6316,0.000319122,0.498979,0.00395711,0.00140414,0.00165943,0.00740362,0,28.6517,0,0,194.831,"PIKE",17451,0,28.6517,0,2017,544.381,0
171,408.116,-143.716,264.4,0.0272216,0.505444,0.000175623,0.333333,0,0.00193186,0.00351247,66.6667,0.000878117,0.00509308,0.472076,0,0.00684931,5,0,0,0.513347,0.00509308,0.00175624,0.00386372,0.028451,0,0,0,0,52.8751,"PUTNAM",7565,0,26.4375,0,2017,185.063,0
172,391.475,-160.675,230.8,0.00811221,0.457813,0.000216738,0.370968,10.2151,0.00130043,0.00238412,17.2043,0.00154813,0.0892343,0.42456,23.6559,0.0071214,4.4,11.828,0.000495402,0.55163,0.00579001,0.00195065,0.014119,0.0233768,2.71474,10.8589,0,16.2884,40.721,"RANDOLPH",36836,0,51.58,0,2017,108.589,0
173,2542.01,585.585,3127.6,0.00865063,0.483741,0.000126287,0.2,7.40741,0.00164172,0.00517775,10.3704,0.00164172,0.00454632,0.488097,8.88889,0.00618804,4.8,53.3333,6.31433e-05,0.494917,0.00732462,0.00454632,0.00271516,0.00782977,0,56.6358,31.4644,138.443,484.551,"RICHLAND",15891,0,276.886,0,2017,2133.28,6.29287
174,2696.37,151.627,2848,0.0631101,0.419883,0.000271157,0.242967,8.56777,0.00312178,0.0120839,23.1458,0.00277415,0.0565537,0.425703,30.9463,0.0146355,5.1,13.0435,0.000208582,0.493791,0.0137525,0.0135718,0.0512765,0.0655227,0,55.7003,9.94649,135.935,484.726,"ROCK ISLAND",150807,2.6524,286.459,0,2017,1840.76,31.8288
175,2738.65,50.9461,2789.6,0.0198819,0.333675,0.000529322,0.270689,4.80513,0.00179741,0.00883473,26.5884,0.00192688,0.139783,0.329269,31.9808,0.0119383,5.1,9.55686,0.000445545,0.48286,0.0122734,0.00583016,0.164436,0.0211957,0,61.1509,20.2562,183.835,497.997,"ST. CLAIR",261648,15.6699,370.345,0,2017,1543.68,96.6948
176,2580.78,303.317,2884.1,0.00926428,0.46409,0.000208655,0.181818,4.8951,0.00233694,0.00392271,11.1888,0.00208655,0.0235363,0.474857,46.1538,0.00947294,6.5,19.5804,0.000667696,0.493719,0.0101824,0.00283771,0.0147728,0.0090139,0,27.7701,0,75.3759,769.627,"SALINE",25207,3.96715,432.42,0,2017,1543.22,31.7372
177,3869.38,276.825,4146.2,0.0116353,0.40711,0.000162377,0.318227,0.328407,0.00131424,0.0106459,46.6338,0.00132946,0.0609523,0.426677,15.6322,0.0118129,4.4,5.58292,0.0001776,0.480241,0.012432,0.0100217,0.0685283,0.0111127,1.00053,65.5347,142.075,200.606,748.397,"SANGAMON",199894,6.50345,521.777,0,2017,2327.23,133.071
178,677.581,-121.081,556.5,0.00719632,0.492516,0,0.4,2,0.000719632,0.0027346,36,0.00115141,0.029361,0.461284,6,0.00359816,4.6,16,0,0.52418,0.00359816,0.00100748,0.00748417,0.0113702,0,14.6456,0,14.6456,43.9367,"SCHUYLER",6828,0,73.2279,0,2017,410.076,0
179,552.43,-33.5297,518.9,0.00561911,0.486253,0.00260887,0.25,0,0.00100341,0.00180614,0,0.00140478,0.0034116,0.495685,75,0.00421433,5.3,0,0,0.492876,0.00461569,0.000802729,0.00140478,0.00662252,0,0,0,19.9561,259.429,"SCOTT",5011,0,0,0,2017,239.473,0
180,339.146,-140.546,198.6,0.00509782,0.491412,0.000137779,0.4,0,0.0008726,0.0017452,15,0.00137779,0.00220446,0.494443,45,0.00422522,4.4,0,0.000275558,0.497061,0.00454671,0.00146964,0.00119408,0.00500597,0,15.8856,0,3.97141,23.8284,"SHELBY",25180,0,11.9142,0,2017,142.971,0
181,996.877,-209.577,787.3,0.00934579,0.484332,0.000366502,0.75,0,0.00128276,0.00329852,0,0.00128276,0.00256551,0.491296,25,0.00806304,6.3,0,0.000366502,0.491845,0.00769654,0.00256551,0.00421477,0.00861279,0,0,0,42.943,229.029,"STARK",6986,0,85.8861,0,2017,429.43,0
182,1917.77,263.233,2181,0.0186012,0.430384,0.00017779,0.355634,2.8169,0.0013112,0.00353357,33.4507,0.00126675,0.0497144,0.442674,28.169,0.0136454,4.7,0,0.000244461,0.485099,0.0157566,0.00277796,0.0514479,0.0209125,0,66.4038,12.4507,41.5024,373.521,"STEPHENSON",48190,4.15024,43.5775,0,2017,1612.37,26.9766
183,1540.38,-31.2842,1509.1,0.010675,0.477463,0.000142334,0.446443,1.39002,0.00139337,0.00528882,31.2347,0.00185783,0.00837522,0.489314,19.2968,0.00704927,5.4,3.43418,0.000187281,0.491853,0.00746129,0.00353587,0.00454719,0.0127501,0,46.9256,11.1728,40.222,324.01,"TAZEWELL",134255,0.744851,162.378,0,2017,905.739,17.8764
184,1378.34,207.956,1586.3,0.023338,0.484029,0.000294672,0.291139,8.86076,0.00259312,0.00271098,10.1266,0.00430222,0.00736681,0.483498,19.6203,0.00819189,6.5,32.2785,5.89345e-05,0.498468,0.00772041,0.00206271,0.00471476,0.0294672,0,49.4017,16.4672,76.8471,301.899,"UNION",18218,0,170.161,0,2017,966.078,5.48908
185,3934.79,377.409,4312.2,0.022796,0.417344,0.000115847,0.140476,0.47619,0.00187929,0.00505863,16.4286,0.00176344,0.0730219,0.417253,39.2857,0.0124213,6.5,29.7619,0.000193078,0.496853,0.0123055,0.00395165,0.0665345,0.0270695,0,111.756,12.8455,136.163,935.156,"VERMILION",77848,12.8455,646.131,0,2017,2334.04,123.317
186,1628.41,585.087,2213.5,0.0100668,0.486852,8.6783e-05,0.466667,7.27273,0.00130174,0.00442593,8.48485,0.00147531,0.00529376,0.482947,13.9394,0.00772368,5,23.6364,0.000347132,0.501605,0.00581446,0.00702942,0.00381845,0.0161416,0,8.74891,0,17.4978,341.207,"WABASH",11430,0,209.974,0,2017,1618.55,17.4978
187,1470.09,-277.893,1192.2,0.0434554,0.460861,0.00104993,0.662651,0,0.00180821,0.00927438,0,0.00268315,0.0165072,0.47171,18.0723,0.00904106,4.2,15.6627,0.00110826,0.494225,0.00991601,0.0126575,0.0120159,0.0517965,0,31.511,15.7555,73.5256,220.577,"WARREN",19041,5.25183,152.303,0,2017,693.241,0
188,907.747,-264.447,643.3,0.00780635,0.490582,7.16178e-05,0.340909,6.81818,0.000787796,0.0027931,29.5455,0.00128912,0.00551457,0.487431,13.6364,0.00537134,3,15.9091,0.000143236,0.499964,0.00487001,0.00229177,0.00408222,0.00709017,0,6.63218,13.2644,33.1609,179.069,"WASHINGTON",15078,0,198.965,0,2017,212.23,0
189,822.97,-101.07,721.9,0.00779917,0.48562,6.0931e-05,0.210526,0,0.00164514,0.00347307,10.5263,0.00134048,0.00304655,0.494821,36.8421,0.00554472,6.2,31.5789,0.000121862,0.492871,0.00456983,0.00237631,0.0025591,0.00731172,0,6.1177,18.3531,12.2354,79.5302,"WAYNE",16346,0,36.7062,0,2017,568.947,0
190,1054.98,233.916,1288.9,0.00625764,0.480975,0.000143854,0.289157,0,0.00158239,0.00338056,31.3253,0.00215781,0.00496296,0.497447,19.2771,0.00596993,4.9,20.4819,0.000359635,0.490829,0.00431562,0.0018701,0.00230166,0.0085593,0,6.67824,20.0347,60.1042,186.991,"WHITE",14974,0,327.234,0,2017,687.859,0
191,1440.56,381.837,1822.4,0.0577964,0.479903,7.1486e-05,0.24581,6.14525,0.00194799,0.00321687,24.0223,0.00260924,0.00973997,0.483692,36.3128,0.00834599,4.8,8.93855,0.000142972,0.494951,0.00834599,0.00209097,0.0077741,0.0614601,0,51.5601,17.7794,88.8968,300.471,"WHITESIDE",56245,1.77794,99.5644,0,2017,1253.44,8.88968
192,1491.07,-169.772,1321.3,0.0848411,0.40635,0.000246206,0.295918,1.68067,0.00221441,0.0302645,30.1921,0.00228971,0.0587346,0.400768,37.3349,0.00959479,5,1.20048,0.00025924,0.49609,0.00972803,0.0278169,0.0606883,0.0887992,0.289156,32.3855,17.0602,72.4336,164.096,"WILL",691668,3.75903,95.2769,0,2017,891.324,44.6746
193,1578.25,-282.747,1295.5,0.0114543,0.461528,0.000119316,0.161616,5.05051,0.00175991,0.00683082,16.1616,0.00281883,0.0278006,0.466674,49.4949,0.00841176,5.2,13.1313,0.00013423,0.497517,0.00918731,0.00481737,0.0179123,0.0148697,0,15.3894,5.59613,90.9371,373.542,"WILLIAMSON",71478,1.39903,36.3748,0,2017,749.881,22.3845
194,3640.07,9.73441,3649.8,0.0627158,0.407193,0.000270478,0.134736,3.69528,0.00265912,0.0144688,55.2018,0.00271181,0.064005,0.410073,27.3451,0.0138646,6.5,0.284252,0.000252915,0.488477,0.0141316,0.0136012,0.0699204,0.0644335,0.702968,57.9949,27.4157,194.371,665.711,"WINNEBAGO",284508,6.6782,708.24,0.351484,2017,1825.96,162.386
195,774.624,-49.8237,724.8,0.00850789,0.48976,0.000155159,0.123077,0,0.00155159,0.00372382,44.6154,0.00121541,0.00385312,0.487044,43.0769,0.00563744,4.4,0,0.000129299,0.498759,0.0057926,0.00346522,0.00297388,0.0100078,0,25.4718,0,37.0499,87.9935,"WOODFORD",43185,0,74.0998,0,2017,497.858,2.31562
196,2472.65,175.747,2648.4,0.00764976,0.466239,0.000152386,0.205128,0.4662,0.00109718,0.00515063,8.15851,0.00169148,0.0201301,0.47267,17.0163,0.0101336,3.8,53.8462,0.000137147,0.492632,0.00988982,0.00387059,0.0184082,0.00896027,0,100.284,4.55837,88.1285,425.448,"ADAMS",65813,1.51946,305.411,0,2018,1701.79,21.2724
197,1060,-317.097,742.9,0.0102632,0.323787,0.000827678,0,0,0.00182089,0.00165536,6.45161,0.0028141,0.152624,0.331568,35.4839,0.0105943,8,58.0645,0.000827678,0.481708,0.0120841,0.000993213,0.170336,0.00811124,0,0,0,66.0393,165.098,"ALEXANDER",6057,0,99.0589,0,2018,396.236,16.5098
198,1113.68,61.9187,1175.6,0.0109996,0.463124,6.0107e-05,0.19469,2.65487,0.00276492,0.00240428,7.9646,0.00396706,0.0462824,0.453267,17.6991,0.00823466,4.3,52.2124,0.000180321,0.520046,0.00661177,0.00546974,0.0148464,0.0252449,0,0,5.9673,53.7057,179.019,"BOND",16758,5.9673,77.5749,0,2018,841.389,11.9346
199,1070.29,-64.5851,1005.7,0.106675,0.472906,0.000448766,0.121569,3.13725,0.00387061,0.0079282,21.9608,0.00373972,0.0145475,0.464678,61.5686,0.0124533,5.6,1.17647,0.000504862,0.498803,0.0109013,0.00637622,0.0133695,0.116904,0,65.7957,3.75975,41.3573,169.189,"BOONE",53195,1.87988,120.312,0,2018,597.801,5.63963
200,447.879,-237.679,210.2,0.00700899,0.442785,0.000304739,0.348837,2.32558,0.000609477,0.00121896,23.2558,0.0123419,0.1865,0.347707,18.6047,0.00579003,2.6,20.9302,0,0.645284,0.00304739,0.00213317,0.00182843,0.0601859,0,0,0,0,75.0863,"BROWN",6659,0,60.0691,0,2018,75.0863,0
201,1293.54,33.4558,1327,0.0455718,0.479171,0.000273067,0.209302,2.32558,0.00263964,0.00661428,39.5349,0.00206317,0.00482417,0.488668,32.5581,0.00734246,4.9,4.65116,0.000182044,0.490185,0.00646257,0.00364089,0.00515792,0.0487272,0,51.7409,0,39.5666,243.487,"BUREAU",32856,0,97.3947,0,2018,885.683,9.13075
202,1293.63,66.6675,1360.3,0.0184435,0.486447,0.000209585,0.171875,10.9375,0.00216571,0.00335336,6.25,0.0023753,0.00670672,0.48484,14.0625,0.00796423,4.4,51.5625,0,0.498533,0.00691631,0.0023753,0.00398211,0.0201202,0,90.6871,6.97593,27.9037,348.797,"CARROLL",14335,0,132.543,0,2018,753.401,0
203,1557.61,320.789,1878.4,0.0912118,0.466212,0.000649773,0.375,3,0.00259909,0.00365497,29,0.00438597,0.029321,0.462963,6.5,0.00625406,4.4,24,0.000324886,0.503736,0.00674139,0.00333008,0.0196556,0.102745,0,16.2628,0,48.7884,284.599,"CASS",12298,0,479.753,0,2018,1032.69,16.2628
204,2802.79,-216.788,2586,0.0292448,0.372088,0.000371574,0.138103,3.1614,0.00161968,0.0513629,31.4476,0.00199125,0.0654684,0.361522,50.7488,0.0144104,4.2,0.831947,0.000628817,0.498056,0.0146915,0.0568079,0.0723759,0.0315885,0,78.2349,10.4949,75.3727,354.442,"CHAMPAIGN",209625,4.77042,296.243,0,2018,1691.12,75.3727
205,1059.33,-127.033,932.3,0.00624751,0.490491,0.000245,0.298246,0.584795,0.00143938,0.00358313,22.807,0.00125563,0.0136588,0.47821,15.7895,0.00597189,5.1,30.9942,0.00018375,0.508529,0.00508376,0.00263376,0.00290938,0.01029,0,9.16983,0,48.9057,204.793,"CHRISTIAN",32716,0,73.3586,0,2018,586.869,9.16983
206,716.093,-24.8925,691.2,0.00608974,0.490641,0.000192308,0.367089,0,0.00141026,0.00294872,12.6582,0.00108974,0.00237179,0.492564,24.0506,0.00596154,5.1,26.5823,0.000128205,0.495962,0.00467949,0.00121795,0.00224359,0.00967949,0,19.2,0,38.4,192,"CLARK",15625,0,102.4,0,2018,339.2,0
207,1151.71,66.5911,1218.3,0.00746269,0.488844,0,0.28972,0.934579,0.00150761,0.00542741,23.3645,0.00105533,0.00278909,0.489824,6.54206,0.00542741,5.1,40.1869,0,0.495929,0.0046736,0.00301523,0.00263832,0.00874416,0,0,7.61441,60.9153,167.517,"CLAY",13133,7.61441,68.5297,0,2018,906.114,0
208,1014.89,-111.588,903.3,0.0115924,0.482903,0.000265273,0.296512,9.88372,0.00164469,0.00376688,19.7674,0.00201608,0.0315675,0.463485,21.5116,0.00610128,3.5,19.186,0.000371382,0.519086,0.00620739,0.00190997,0.00554421,0.0197363,2.67258,21.3807,18.7081,53.4516,109.576,"CLINTON",37417,0,69.4871,2.67258,2018,628.057,2.67258
209,1758.15,-526.854,1231.3,0.0124732,0.456983,0.00025576,0.113703,1.16618,0.00143619,0.0057054,5.8309,0.00114108,0.0198902,0.47947,17.4927,0.00800724,4.6,64.1399,0.00106239,0.484448,0.00877452,0.00462335,0.0199099,0.0136143,0,67.9757,13.5951,21.3638,339.878,"COLES",51489,0,223.349,0,2018,555.458,9.71081
210,2934.89,200.115,3135,0.125324,0.334272,0.000356538,0.0922639,0.380944,0.00353715,0.0405856,32.2547,0.00377845,0.108674,0.329859,57.6733,0.00986802,4.1,0.464668,0.000378773,0.485527,0.0100662,0.0371979,0.130069,0.129489,0.308277,49.9601,10.9438,254.617,343.054,"COOK",5.19014e+06,12.2925,343.497,0.0192673,2018,1903.24,217.374
211,1006.83,-191.329,815.5,0.00738184,0.471535,0.00015932,0.219048,3.80952,0.00191184,0.00377058,21.9048,0.00191184,0.0477961,0.460435,19.0476,0.00568242,5.2,33.3333,0.00031864,0.524217,0.00568242,0.00223048,0.00382369,0.0148699,0,5.33021,0,15.9906,175.897,"CRAWFORD",18761,0,154.576,0,2018,458.398,5.33021
212,693.952,-11.2517,682.7,0.00564606,0.491485,0.000647908,0.296296,0,0.00101814,0.00398001,33.3333,0.000833025,0.00277675,0.489541,11.1111,0.00536838,3.9,25.9259,0.000185117,0.497779,0.00472047,0.0022214,0.00231396,0.00490559,0,9.22594,0,46.1297,175.293,"CUMBERLAND",10839,0,36.9038,0,2018,405.942,9.22594
213,1997.91,-177.707,1820.2,0.0566177,0.442783,0.000402495,0.264113,2.41935,0.00222331,0.0137807,26.0081,0.00233831,0.0366558,0.432999,42.3387,0.00952573,4.3,2.82258,0.000421662,0.495865,0.010714,0.0129949,0.0440158,0.057691,0.959536,67.1675,9.59536,51.815,190.948,"DEKALB",104217,0.959536,179.433,0,2018,1286.74,33.5838
214,1024.74,-153.539,871.2,0.0331997,0.485199,0,0.4375,4.80769,0.00154178,0.0035461,21.6346,0.00215849,0.00390585,0.491726,12.9808,0.00621852,4,16.8269,0,0.494758,0.00585877,0.00344331,0.00256964,0.0387501,0,20.3791,5.09476,30.5686,168.127,"DOUGLAS",19628,0,198.696,0,2018,427.96,20.3791
215,1360.26,-105.159,1255.1,0.0706586,0.402976,0.000251281,0.316235,1.74303,0.00195741,0.0640239,27.3904,0.00193476,0.0244282,0.404153,38.0478,0.0102421,3.2,1.19522,0.0002804,0.491504,0.0101645,0.0610938,0.0279451,0.0732836,0.107784,25.8682,3.55687,54.7543,124.706,"DUPAGE",927781,1.40119,48.2873,0,2018,978.033,18.5389
216,1386.37,292.829,1679.2,0.00679724,0.483813,5.76037e-05,0.298507,8.95522,0.00115207,0.00195853,0,0.00138249,0.00345622,0.499194,13.4328,0.00455069,4.6,47.7612,0.000230415,0.49038,0.00420507,0.00144009,0.003053,0.00570277,0,87.7655,5.85103,93.6165,696.273,"EDGAR",17091,0,327.658,0,2018,462.232,5.85103
217,766.02,-330.12,435.9,0.00657586,0.48677,0,0.380952,2.38095,0.00297479,0.00250509,21.4286,0.00187882,0.00281823,0.492406,9.52381,0.00532331,4.4,28.5714,0,0.493033,0.00641929,0.00140911,0.00266166,0.00861124,0,0,0,15.5666,77.8331,"EDWARDS",6424,0,31.1333,0,2018,311.333,0
218,1445.22,164.976,1610.2,0.010737,0.490448,0.000234048,0.209302,6.08229,0.00125801,0.00327667,20.3936,0.00137503,0.00342295,0.489424,13.5957,0.00441766,3.7,38.9982,2.9256e-05,0.498903,0.00459319,0.00336444,0.00231123,0.0116732,0,41.2116,5.88737,85.3669,206.058,"EFFINGHAM",33971,0,111.86,0,2018,1139.21,20.6058
219,1054.7,289.996,1344.7,0.00575627,0.481327,0.000140397,0.291667,10.9375,0.00140397,0.00210595,5.20833,0.00154437,0.0431018,0.461344,20.8333,0.00683265,5.1,33.8542,9.35979e-05,0.527799,0.00510109,0.00154437,0.00210595,0.0127293,0,36.9669,0,78.5546,231.043,"FAYETTE",21641,0,106.28,0,2018,882.584,9.24172
220,1221.14,-214.443,1006.7,0.0165002,0.481381,0.000302755,0.363636,2.27273,0.00166515,0.00333031,45.4545,0.00211928,0.00756888,0.490388,15.9091,0.00666061,4.6,0,7.56888e-05,0.493566,0.00756888,0.0020436,0.00317893,0.0181653,0,53.3862,15.2532,15.2532,274.558,"FORD",13112,7.6266,205.918,0,2018,434.716,0
221,1432.75,408.153,1840.9,0.00855408,0.486497,0.000103373,0.390071,3.90071,0.00230004,0.00232588,6.02837,0.00165396,0.00335961,0.492467,23.4043,0.00708102,6.1,27.6596,7.75294e-05,0.493345,0.0067709,0.00155059,0.00268769,0.00863161,0,0,5.16369,121.347,477.641,"FRANKLIN",38732,0,87.7827,0,2018,1141.18,7.74553
222,1058.21,-40.5131,1017.7,0.00654608,0.47617,0,0.515038,3.38346,0.00155039,0.00172265,10.9023,0.00519667,0.0367499,0.468303,17.6692,0.00531151,6.1,16.5414,0.000114844,0.520385,0.0050244,0.00166523,0.00301464,0.0245765,0,43.2464,5.76618,69.1942,271.011,"FULTON",34685,0,103.791,0,2018,521.839,2.88309
223,1520.17,-37.4677,1482.7,0.00654113,0.480079,0,0.375,25,0.00198216,0.00138751,0,0.00237859,0.00475718,0.495144,0,0.00634291,5.6,37.5,0,0.488801,0.0107037,0.00099108,0.00198216,0.0107037,0,0,0,20.0361,420.757,"GALLATIN",4991,0,180.325,0,2018,861.551,0
224,1139.66,35.6353,1175.3,0.00551091,0.489705,7.65404e-05,0.160839,6.99301,0.00145427,0.00122465,9.09091,0.00137773,0.0110984,0.486873,50.3497,0.00420972,4.8,17.4825,7.65404e-05,0.503865,0.00413318,0.00145427,0.00237275,0.00742442,0,61.4534,7.68167,38.4084,230.45,"GREENE",13018,0,322.63,0,2018,506.99,7.68167
225,977.359,-133.459,843.9,0.0488494,0.482981,0.000588547,0.0530973,11.5044,0.0017264,0.0048457,23.8938,0.00174602,0.00916171,0.479195,58.4071,0.00665058,4.8,0.884956,0.000235419,0.498499,0.00659172,0.00400212,0.00855355,0.0528907,1.98558,17.8703,0,41.6973,91.3369,"GRUNDY",50363,0,47.654,0,2018,633.402,11.9135
226,825.557,45.5433,871.1,0.00762845,0.489567,0.000448732,0.04,0,0.00201929,0.0019632,8,0.00173884,0.00308503,0.490016,14,0.00493606,4.6,74,0.000448732,0.496915,0.00572134,0.0019632,0.00291676,0.00830155,0,11.2397,0,16.8596,213.555,"HANCOCK",17794,0,44.959,0,2018,584.467,0
227,874.716,-173.116,701.6,0.0128436,0.495762,0.000770614,0.190476,2.38095,0.00436681,0.00231184,11.9048,0.00282558,0.00256871,0.477781,28.5714,0.0053943,7.6,38.0952,0.000513743,0.504495,0.00770614,0.00231184,0.00256871,0.00950424,0,25.0564,0,50.1128,75.1691,"HARDIN",3991,0,200.451,0,2018,350.789,0
228,268.619,-223.819,44.8,0.011647,0.484545,0.000298641,,,0.00134388,0.00373302,,0.00164253,0.00194117,0.49679,,0.00552486,4.9,,0.000447962,0.489622,0.00627147,0.000895924,0.00194117,0.00866059,0,0,0,0,29.8909,"HENDERSON",6691,0,14.9454,0,2018,0,0
229,1267.46,207.437,1474.9,0.0280829,0.482851,0.000142656,0.297959,2.04082,0.00165074,0.00271047,32.6531,0.00150808,0.0114533,0.481424,14.2857,0.0075404,4.9,21.2245,0.000163036,0.498278,0.00776458,0.00199719,0.00802951,0.0312417,0,14.2991,12.2564,67.4102,159.333,"HENRY",48954,0,89.8803,0,2018,1131.67,0
230,1266.4,100.7,1367.1,0.0343836,0.479224,0.000218309,0.193798,17.0543,0.0016737,0.00338379,13.9535,0.0019284,0.00702227,0.492432,30.2326,0.00720419,4.3,19.3798,0.000109154,0.490867,0.00720419,0.00229224,0.00422064,0.0371489,0,18.1792,3.63583,54.5375,334.497,"IROQUOIS",27504,0,54.5375,0,2018,890.78,10.9075
231,2904.97,-113.071,2791.9,0.0226396,0.404685,0.000418929,0.319347,4.1958,0.00274049,0.017595,12.5874,0.00258339,0.0698563,0.384175,26.5734,0.0141039,4.5,24.7086,0.000453839,0.496902,0.0148371,0.0181885,0.0833319,0.0226221,0,79.6689,17.3193,114.307,519.579,"JACKSON",57739,0,219.955,0,2018,1789.09,51.9579
232,594.46,-174.16,420.3,0.00987115,0.495012,0.000207814,0.28,4,0.000935162,0.00238986,4,0.00114298,0.00197423,0.492623,4,0.00342893,4.9,60,0,0.499065,0.00374065,0.000831255,0.00103907,0.00727348,0,21.0172,0,52.5431,168.138,"JASPER",9516,0,42.0345,0,2018,136.612,0
