CASEID,RESPONSE,RESIDUAL,TOTAL_INDEX_CRIME_RATES_PER_100K,PERCENT_HISPANIC_FEMALE,PERCENT_WHITE_MALE,PERCENT_NATIVE_HAWAIIN_FEMALE,PERCENT_OF_PARAPHERNALIA_DRUG_ARRESTS,PERCENT_NEEDLE_SYRINGE_ARRESTS,PERCENT_AMERICAN_INDIAN_FEMALE,PERCENT_ASAIN_FEMALE,PERCENT_CANNABIS_ARRESTS,PERCENT_AMERICAN_INDIAN_MALE,PERCENT_BLACK_MALE,PERCENT_WHITE_FEMALE,PERCENT_CONTROLLED_SUBSTANCE_ARRESTS,PERCENT_TWO_OR_MORE_RACES_MALE,UNEMPLOYMENT_RATE,PERCENT_OF_METH_ARRESTS,PERCENT_NATIVE_HAWAIIN_MALE,POPULATION_PERCENT_MALE,PERCENT_TWO_OR_MORE_RACES_FEMALE,PERCENT_ASAIN_MALE,PERCENT_BLACK_FEMALE,PERCENT_HISPANIC_MALE,HTS_PER_100K,SEXUAL_ASSAULT_PER_100K,ARSON_PER_100K,MVT_PER_100K,BURGLARY_PER_100K,COUNTY,POPULATION,HOMOCIDES_PER_100K,BATTERY_ASSAULT_PER_100K,HTIS_PER_100K,YEAR,THEFT_PER_100K,ROBBERY_PER_100K
395,1272.22,-192.522,1079.7,0.0456969,0.47922,0.000275837,0.259259,29.6296,0.00278902,0.00689592,18.5185,0.00196151,0.0051183,0.487587,18.5185,0.00741694,4.6,7.40741,0.000183891,0.490499,0.00655878,0.00367782,0.00539414,0.0488844,0,58.2768,12.2688,39.8736,131.89,"BUREAU",32603,3.0672,98.1505,0,2019,733.061,3.0672
396,1307.67,-273.568,1034.1,0.0184551,0.485355,0.000209717,0.181818,3.0303,0.00230689,0.00363509,9.09091,0.0024467,0.00713037,0.484236,15.1515,0.00824886,4.1,54.5455,0,0.498148,0.00761971,0.0024467,0.00384481,0.0206222,0,49.5821,7.08316,21.2495,212.495,"CARROLL",14118,0,198.328,0,2019,538.32,7.08316
397,1335.17,1662.43,2997.6,0.0912983,0.460772,0.000905573,0.45098,3.52941,0.00263439,0.00395159,34.902,0.00477484,0.0302955,0.46283,4.70588,0.00707994,4.1,11.7647,0.000823249,0.501029,0.00757389,0.00411624,0.0210752,0.102083,0,33.2143,0,24.9107,415.179,"CASS",12043,0,381.965,0,2019,2142.32,0
398,2672.32,-78.9156,2593.4,0.0300922,0.370363,0.000386286,0.127496,2.61137,0.00163576,0.05212,21.8126,0.00201727,0.0656162,0.361173,61.1367,0.0147075,3.8,1.68971,0.000619966,0.496807,0.0150556,0.0570225,0.0728221,0.0324624,0,71.5918,6.16353,98.1424,326.667,"CHAMPAIGN",210918,1.42235,359.855,0,2019,1655.62,73.9624
399,983.642,-171.142,812.5,0.00674839,0.490558,0.000247647,0.150943,2.51572,0.00157875,0.00371471,20.7547,0.00123824,0.0136516,0.477433,11.9497,0.00612927,4.8,49.6855,0.000185736,0.508853,0.00572685,0.00263125,0.00244552,0.0104321,0,12.4043,0,24.8085,173.66,"CHRISTIAN",32247,3.10106,62.0213,0,2019,530.282,6.20213
400,779.109,75.7909,854.9,0.00621721,0.490253,0.000194288,0.48,0,0.00129525,0.00284956,8,0.0010362,0.00259051,0.493362,4,0.00524577,4.5,40,0.000129525,0.495369,0.00466291,0.00097144,0.00226669,0.00913153,0,12.9525,0,12.9525,136.002,"CLARK",15441,0,116.573,0,2019,576.388,0
401,1253.83,-278.425,975.4,0.00758495,0.487333,0,0.317308,2.88462,0.00151699,0.00546116,20.1923,0.00113774,0.00310983,0.490215,5.76923,0.00546116,4.5,39.4231,0,0.495373,0.00477852,0.00326153,0.00265473,0.00857099,0,0,7.62021,91.4425,152.404,"CLAY",13123,0,68.5819,0,2019,640.098,15.2404
402,1116.15,109.654,1225.8,0.0120867,0.481604,0.000266227,0.290541,4.72973,0.00170385,0.00394015,8.10811,0.00212981,0.0312284,0.464166,25,0.00652255,3.1,33.1081,0.000372717,0.517757,0.00676215,0.00202332,0.0054044,0.0198073,0,18.6946,5.34131,34.7185,122.85,"CLINTON",37444,0,80.1196,0,2019,956.094,8.01196
403,1457.76,-388.056,1069.7,0.0131961,0.457794,0.000217301,0.0648464,0.682594,0.00140258,0.00584738,5.46075,0.00116552,0.0203275,0.477924,24.9147,0.00831671,4,62.4573,0.00106675,0.485747,0.00886984,0.0046621,0.0199917,0.0140653,0,81.519,13.9179,25.8475,198.827,"COLES",50295,3.97654,188.886,0,2019,542.797,13.9179
404,2901.47,69.834,2971.3,0.126114,0.333953,0.000358042,0.0812825,0.470539,0.00357537,0.041255,29.086,0.00379109,0.108414,0.329219,61.7864,0.0100617,3.8,0.528836,0.000378235,0.485584,0.0102803,0.0378024,0.129728,0.130046,0.290839,50.2182,10.8192,230.364,288.28,"COOK",5.15749e+06,10.8774,351.974,0.0387786,2019,1844.19,184.218
405,990.095,-242.795,747.3,0.00760701,0.471367,0.000160711,0.244898,4.08163,0.00187497,0.00423207,34.6939,0.00198211,0.0482134,0.459099,8.16327,0.00637489,4.3,28.5714,0.000321423,0.524776,0.00610703,0.00241067,0.00374993,0.0154819,0,5.37606,5.37606,10.7521,182.786,"CRAWFORD",18601,0,86.0169,0,2019,456.965,0
406,652.791,-186.791,466,0.00538733,0.49099,0.000650195,0.176471,0,0.00111462,0.00390117,5.88235,0.00111462,0.00260078,0.489411,26.4706,0.0055731,3.4,50,0.00018577,0.497678,0.00483002,0.00241501,0.00241501,0.00566599,0,0,0,37.2821,121.167,"CUMBERLAND",10729,0,55.9232,0,2019,242.334,9.32053
407,1868.1,179.295,2047.4,0.0575898,0.441976,0.000428992,0.197452,2.2293,0.00220216,0.0140328,38.8535,0.00244049,0.0378085,0.430603,38.535,0.010048,4.1,0.636943,0.000438525,0.496373,0.0108297,0.0130414,0.0455304,0.0589245,0,57.9441,14.486,50.2183,223.085,"DEKALB",103548,0.965736,217.291,0,2019,1442.81,40.5609
408,1059.93,-237.328,822.6,0.0335988,0.48559,0,0.295181,4.21687,0.00154123,0.00364757,28.3133,0.00251734,0.00400719,0.488569,8.43373,0.00688415,3.6,29.5181,0,0.496686,0.00667865,0.00380169,0.00287696,0.0395068,0,31.0414,10.3471,56.9093,248.332,"DOUGLAS",19329,0,113.819,0,2019,362.15,0
409,1370.92,-107.615,1263.3,0.071537,0.401738,0.000251376,0.294751,2.5572,0.001985,0.0651789,23.5532,0.00196116,0.024624,0.402463,43.0686,0.0104592,2.9,1.3459,0.0002958,0.491576,0.0102717,0.0621418,0.0282733,0.0742068,0.108025,25.6018,2.91666,52.0679,125.417,"DUPAGE",925715,0.540123,45.6944,0,2019,990.37,20.6327
410,1292.98,252.716,1545.7,0.00751704,0.483305,5.82717e-05,0.308571,7.42857,0.00110716,0.00209778,0,0.00134025,0.00320494,0.499039,12,0.00524445,4.2,49.7143,0.000233087,0.490006,0.00495309,0.00151506,0.00273877,0.00594371,0,34.9977,29.1647,93.3271,548.297,"EDGAR",17144,0,361.643,0,2019,454.97,23.3318
411,484.206,-136.206,348,0.00641126,0.482877,0,0.166667,0,0.00297107,0.00250196,40,0.00187647,0.00265833,0.495231,6.66667,0.00578577,4.1,36.6667,0,0.489445,0.00719312,0.00140735,0.00265833,0.00750586,0,0,15.8178,15.8178,47.4533,"EDWARDS",6322,0,63.2711,0,2019,205.631,0
412,1451.8,151.701,1603.5,0.0110562,0.490473,0.000205834,0.263866,5.71429,0.0012056,0.00335215,14.4538,0.00129381,0.00358739,0.488973,12.9412,0.00435192,3.3,40.5042,5.88097e-05,0.499147,0.00446954,0.00338156,0.00264644,0.0119384,0,46.9883,17.6206,70.4825,170.333,"EFFINGHAM",34051,0,208.511,0,2019,1086.61,2.93677
413,1034.8,35.9977,1070.8,0.00585864,0.479799,0.000140607,0.311538,10.3846,0.00154668,0.00229659,4.61538,0.00154668,0.0434477,0.461333,16.5385,0.00660855,4.4,37.3077,9.37383e-05,0.527231,0.00524934,0.00168729,0.00220285,0.0125141,0,46.3564,4.63564,64.8989,194.697,"FAYETTE",21572,0,129.798,0,2019,616.54,13.9069
414,1060.33,-86.9253,973.4,0.0178227,0.48129,0.000385773,0.25,0,0.00154309,0.00362626,45.8333,0.00216033,0.00740684,0.4897,19.7917,0.00748399,4.3,9.375,0.000308618,0.494098,0.00732968,0.00192886,0.00331765,0.0192886,0,36.0516,0,28.8413,209.099,"FORD",13869,0,158.627,0,2019,533.564,7.21033
415,1249.56,-133.964,1115.6,0.00852635,0.485144,0.00010398,0.353211,0.917431,0.00233955,0.00241753,5.9633,0.00166368,0.00356131,0.49315,22.4771,0.00725259,5.4,35.3211,7.79849e-05,0.492396,0.00704463,0.00161169,0.00254751,0.00870831,2.60661,2.60661,5.21322,59.952,247.628,"FRANKLIN",38364,0,54.7388,2.60661,2019,737.671,2.60661
416,1059.86,30.7421,1090.6,0.00678509,0.47551,2.91206e-05,0.407855,3.62538,0.00154339,0.00154339,4.53172,0.00541642,0.0373908,0.467793,13.2931,0.00550379,5.6,37.7644,0.000174723,0.520734,0.00497962,0.00157251,0.00337799,0.0245195,0,45.5544,2.67967,53.5934,377.834,"FULTON",37318,0,155.421,0,2019,442.146,13.3984
417,1568.8,-547.997,1020.8,0.00559238,0.481566,0,0.333333,11.1111,0.00207125,0.00144988,0,0.0024855,0.004971,0.493165,11.1111,0.0074565,4.9,44.4444,0,0.490472,0.0107705,0.00103563,0.00207125,0.0103563,0,0,17.5994,123.196,211.193,"GALLATIN",5682,0,105.597,0,2019,563.182,0
418,1073.66,-49.0556,1024.6,0.00601434,0.491711,7.71069e-05,0.205128,15.3846,0.00169635,0.00100239,11.5385,0.00146503,0.010795,0.485234,28.2051,0.00400956,4.3,24.359,7.71069e-05,0.505513,0.00400956,0.00146503,0.00246742,0.00693962,0,62.0973,15.5243,69.8595,178.53,"GREENE",12883,0,256.152,0,2019,442.444,0
419,1030.21,-144.611,885.6,0.0505347,0.482587,0.000685549,0.0567376,7.0922,0.00178243,0.00454421,19.8582,0.0018216,0.00922553,0.479473,59.5745,0.00660085,4.5,7.80142,0.000215458,0.497865,0.00677714,0.00366279,0.00887296,0.0546872,0,26.8374,5.75087,15.3357,92.014,"GRUNDY",52166,3.83391,42.1731,0,2019,688.188,11.5017
420,983.274,141.426,1124.7,0.00850172,0.48238,0,0.142857,0,0.0018482,0.00258748,28.5714,0.00234105,0.00406604,0.497905,14.2857,0.00505175,3.9,42.8571,0.000123213,0.49002,0.00529818,0.00110892,0.00234105,0.0103499,0,49.4376,0,49.4376,98.8753,"HAMILTON",8091,0,86.5159,0,2019,840.44,0
421,890.055,95.7452,985.8,0.00762367,0.487181,0.000451773,0.0172414,3.44828,0.00197651,0.00186356,5.17241,0.00158121,0.00333183,0.491868,5.17241,0.00468715,4.7,84.4828,0.000451773,0.494579,0.00615541,0.00192004,0.00310594,0.00807545,0,22.0301,0,33.0451,275.376,"HANCOCK",18157,0,49.5677,0,2019,605.827,0
422,353.67,-323.37,30.3,0.0106831,0.480289,0.000300933,,,0.0013542,0.00391213,,0.00195606,0.00240746,0.497593,,0.00601866,4.8,,0.000451399,0.486157,0.00692146,0.000902799,0.00376166,0.00782426,0,0,0,0,30.2847,"HENDERSON",6604,0,0,0,2019,0,0
423,1286.51,150.791,1437.3,0.0283974,0.483164,0.000122667,0.242308,8.46154,0.00159467,0.00271911,21.5385,0.00169689,0.0115307,0.48022,20,0.00752356,4.8,25.7692,0.000163556,0.498886,0.00817778,0.00198311,0.00828001,0.031464,0,26.6935,2.05335,22.5868,143.734,"HENRY",48701,2.05335,125.254,0,2019,1108.81,6.16004
424,1282.06,28.0379,1310.1,0.0351848,0.479494,0.000221288,0.164835,18.6813,0.0017703,0.00324556,6.59341,0.00202847,0.00796636,0.491259,32.967,0.00745003,4.2,25.2747,0.000110644,0.492329,0.00693369,0.0023604,0.00424135,0.0377665,0,39.8089,7.23798,112.189,296.757,"IROQUOIS",27632,14.476,65.1419,0,2019,759.988,14.476
425,2914.69,196.014,3110.7,0.0234009,0.404053,0.00045815,0.256966,3.09598,0.002837,0.0176211,12.0743,0.00278414,0.0692335,0.385885,33.4365,0.0141322,3.8,25.6966,0.000475771,0.495542,0.0148546,0.017815,0.0828018,0.0231366,0,109.147,35.2088,112.668,487.642,"JACKSON",56804,1.76044,345.046,0,2019,1941.76,77.4593
426,976.2,478.7,1454.9,0.010718,0.496878,0.000208117,0.0701754,7.01754,0.00104058,0.00239334,7.01754,0.0012487,0.00187305,0.490114,22.807,0.00385016,4.2,56.1404,0,0.501041,0.00405827,0.000936524,0.00114464,0.00770031,0,177.936,10.4668,83.7346,376.806,"JASPER",9554,0,471.007,0,2019,324.471,10.4668
427,3356.65,629.15,3985.8,0.0113311,0.451146,0.000185755,0.249147,6.14334,0.00180448,0.00605031,1.70648,0.00217599,0.0550897,0.431828,18.0887,0.00973888,4.6,49.1468,0.000185755,0.514781,0.0113576,0.00581148,0.0339932,0.0177264,0,58.6151,31.9719,634.109,543.522,"JEFFERSON",37533,7.99297,610.13,0,2019,2048.86,50.6221
428,1572.25,-12.8499,1559.4,0.00776191,0.477656,9.18569e-05,0.310105,4.52962,0.0016075,0.00835898,11.1498,0.00206678,0.00459284,0.49295,24.3902,0.00610848,4.4,28.9199,0.000229642,0.486658,0.00688927,0.00174528,0.00344463,0.00665962,0,134.191,0,78.6636,291.518,"JERSEY",21611,0,83.2909,0,2019,906.946,64.7818
429,1043.23,268.673,1311.9,0.0147398,0.491782,0.000188368,0.345946,10.2703,0.00141276,0.00282552,15.6757,0.00188368,0.00461502,0.486838,12.4324,0.00588651,4.1,27.027,0.000376737,0.500871,0.00480339,0.00202496,0.00306098,0.0168119,0,28.4158,0,61.5676,222.591,"JO DAVIESS",21115,0,71.0395,0,2019,923.514,4.73597
430,1029.54,28.4647,1058,0.00966417,0.47145,8.05348e-05,0.142857,0,0.00120802,0.00153016,21.4286,0.00289925,0.0687767,0.443746,7.14286,0.00563743,6,57.1429,0.000241604,0.544737,0.00636224,0.00104695,0.00233551,0.0217444,0,16.1525,0,121.144,258.44,"JOHNSON",12382,0,185.754,0,2019,468.422,8.07624
431,1175.82,-115.123,1060.7,0.157976,0.441081,0.000385047,0.232201,0.242718,0.00474077,0.0228229,26.4563,0.00550147,0.0296824,0.433707,48.8673,0.00979521,4.4,1.21359,0.000420734,0.498134,0.00995674,0.0209221,0.0302534,0.165765,0,25.2469,4.48834,45.0704,114.827,"KANE",534719,2.6182,108.655,0,2019,728.607,31.2314
432,2225.06,-81.2572,2143.8,0.0511915,0.411598,0.000227558,0.300395,2.7668,0.00220276,0.00554332,18.9723,0.00227558,0.0732282,0.412135,43.8735,0.0106861,5,4.34783,0.000236661,0.493119,0.0100035,0.00521563,0.076769,0.057281,0,44.6632,11.8494,72.008,261.599,"KANKAKEE",109710,4.55747,231.519,0,2019,1438.34,79.3
433,1143.84,-159.241,984.6,0.0981006,0.437034,0.000395379,0.35443,0,0.00285293,0.0177456,25.3165,0.0027599,0.0392201,0.432716,25.3165,0.0110319,3.3,13.9241,0.000341112,0.495449,0.0105124,0.0155516,0.0403287,0.102396,0,128.693,3.8763,18.6062,64.3466,"KENDALL",128989,0.77526,53.4929,0,2019,695.408,19.3815
434,2649.18,609.721,3258.9,0.0268013,0.443027,0.000221332,0.248175,2.18978,0.0017103,0.00563392,17.2749,0.00257551,0.0549508,0.444617,18.2482,0.013783,5,37.4696,0.000140848,0.505443,0.0139641,0.00430592,0.028411,0.0334011,0,88.7866,4.03576,108.965,617.471,"KNOX",49557,0,266.36,0,2019,2147.02,26.2324
435,1400.79,-150.994,1249.8,0.108989,0.41673,0.00045511,0.390636,2.92612,0.00418787,0.043514,25.4572,0.00447932,0.0365768,0.402688,31.4557,0.0112672,4.1,1.09729,0.000486695,0.500038,0.0108867,0.0409441,0.0382307,0.115367,0.283634,22.6907,5.53086,60.9813,145.221,"LAKE",705134,0.992719,66.9376,0,2019,915.429,31.767
436,1395.18,-184.882,1210.3,0.0485235,0.4778,0.00020245,0.274194,0.322581,0.00173923,0.00599067,31.7742,0.0020613,0.0209075,0.472545,36.9355,0.00745383,5.3,3.54839,0.000156438,0.504689,0.0069477,0.00344164,0.00788633,0.054008,0,50.7375,7.38001,34.1325,135.608,"LASALLE",108401,2.7675,75.6451,0,2019,898.516,5.535
437,357.548,-248.248,109.3,0.00733512,0.455096,0.000127567,0.571429,0,0.00216864,0.00172216,14.2857,0.00261513,0.0980355,0.42582,14.2857,0.00567674,5.2,14.2857,0.000318918,0.559829,0.00574053,0.00344432,0.00459242,0.0324659,0,6.42963,0,12.8593,38.5778,"LAWRENCE",15553,0,25.7185,0,2019,25.7185,0
438,1236.52,74.8776,1311.4,0.0269826,0.475921,0.000205303,0.315271,0,0.00140779,0.00431136,31.5271,0.00237565,0.0484514,0.447912,25.1232,0.0073909,4,11.8227,0.00029329,0.531177,0.0073909,0.00378343,0.0075962,0.0389489,0,79.7495,2.95369,44.3053,129.962,"LEE",33856,2.95369,103.379,0,2019,942.226,5.90737
439,1125.36,-125.863,999.5,0.0207866,0.469339,5.61041e-05,0.0555556,11.8056,0.00154286,0.00471275,8.33333,0.00159897,0.0260604,0.468413,69.4444,0.00914497,4.1,4.86111,8.41562e-05,0.501908,0.00676055,0.00451638,0.0166068,0.0267336,0,27.3845,2.73845,27.3845,180.738,"LIVINGSTON",36517,0,145.138,0,2019,605.198,10.9538
440,1567.71,-268.413,1299.3,0.0117758,0.445943,6.98861e-05,0.328767,1.36986,0.00129289,0.00401845,16.4384,0.00248096,0.0554896,0.449298,49.3151,0.00894542,4.3,0,0.000139772,0.508316,0.00719827,0.00370396,0.0298064,0.0228877,0,27.9427,0,55.8854,230.527,"LOGAN",28630,0,157.178,0,2019,820.817,6.98568
441,1354.21,-100.406,1253.8,0.0145206,0.450408,0.000168452,0.191919,1.51515,0.00239202,0.0122633,27.7778,0.00161714,0.0256384,0.45691,18.6869,0.00875952,4.7,32.8283,3.36905e-05,0.490567,0.00842261,0.0124992,0.029277,0.0149249,0,46.3235,6.17646,21.6176,163.676,"MCDONOUGH",32381,0,166.764,0,2019,836.911,12.3529
442,1052.51,-266.714,785.8,0.0672799,0.471014,0.000233938,0.323002,1.46819,0.00251483,0.0162944,31.3214,0.00270978,0.00971492,0.466605,31.9739,0.0080871,3.3,2.93638,0.00030217,0.497674,0.008464,0.0136106,0.00821382,0.0715785,0.32459,23.3705,2.27213,19.8,62.3213,"MCHENRY",308081,0.64918,53.2328,0,2019,617.046,6.81639
443,1993.51,-315.714,1677.8,0.0256243,0.416064,0.000233213,0.125862,0.344828,0.00150422,0.0246331,24.8276,0.00146924,0.0404042,0.432674,52.5862,0.0122787,3.8,9.65517,0.000303177,0.485182,0.0122145,0.0265105,0.0435584,0.0260441,0.573023,65.8977,9.74139,78.5042,184.513,"MCLEAN",174513,1.71907,229.782,0,2019,1060.09,46.9879
444,2750.75,-75.5524,2675.2,0.0118547,0.387899,0.00021152,0.372488,0,0.00122105,0.00584565,9.58269,0.0015191,0.0826659,0.403725,35.5487,0.0153737,5.3,17.6198,0.000298051,0.478805,0.0153256,0.00572066,0.0948668,0.0120759,0,60.2024,34.8045,179.667,488.204,"MACON",106308,10.3473,270.911,0,2019,1564.32,66.7871
445,1431.85,282.152,1714,0.0064328,0.484975,6.67765e-05,0.352941,4.27807,0.00195878,0.00273784,12.2995,0.00184748,0.00518631,0.491141,24.5989,0.00572052,4.3,23.5294,0.000267106,0.493923,0.00569826,0.00142457,0.00447402,0.00621021,0,40.1714,6.69523,73.6476,258.882,"MACOUPIN",44808,0,107.124,0,2019,1218.53,8.92698
446,1999.44,-53.0387,1946.4,0.0166143,0.438931,0.000311827,0.167074,5.91109,0.00174928,0.00566613,7.03468,0.00171505,0.0407087,0.447442,34.3918,0.0105185,3.9,35.9551,0.000338447,0.486804,0.010412,0.00463938,0.0476145,0.0177437,0,54.9778,8.21097,144.585,311.66,"MADISON",280113,3.56999,217.412,0,2019,1170.6,35.3429
447,2917.85,340.151,3258,0.00940734,0.4619,8.06343e-05,0.171429,11.6883,0.00142454,0.00370918,1.03896,0.00212337,0.0219863,0.474641,31.9481,0.00959548,4.5,38.1818,0.000188147,0.489235,0.0100524,0.00268781,0.0208574,0.0120683,0,136.979,88.6334,177.267,714.439,"MARION",37232,8.05758,416.309,0,2019,1638.38,77.89
448,912.246,-374.846,537.4,0.0146879,0.484962,0.000174856,0.352941,0,0.00166113,0.00297255,2.94118,0.00244798,0.00410911,0.490558,26.4706,0.00646966,4.8,35.2941,8.74279e-05,0.493967,0.0075188,0.00209827,0.0031474,0.0149502,0,26.4271,8.80902,35.2361,176.18,"MARSHALL",11352,0,79.2812,0,2019,211.416,0
449,1386,262.099,1648.1,0.00501535,0.485441,0,0.291667,4.16667,0.00202111,0.00276967,14.5833,0.00164683,0.00434164,0.494199,25,0.00643761,5.3,27.0833,7.48559e-05,0.493375,0.00531477,0.00179654,0.00232053,0.00718617,0,131.849,7.32493,102.549,271.023,"MASON",13652,0,256.373,0,2019,878.992,0
450,2478.78,-321.978,2156.8,0.0157566,0.44438,0,0.297872,6.38298,0.00297706,0.00275922,3.19149,0.00254139,0.0305693,0.470665,20.2128,0.0116904,5.6,40.4255,0.000145222,0.480758,0.0124165,0.00275922,0.030424,0.0159744,0,86.5614,7.21345,100.988,411.166,"MASSAC",13863,0,137.055,0,2019,1399.41,14.4269
451,865.21,33.49,898.7,0.00754346,0.479911,0.000163988,0.333333,0,0.00155789,0.00295179,4.7619,0.00180387,0.00475566,0.495818,28.5714,0.00737947,3.8,33.3333,8.19941e-05,0.488029,0.00713349,0.00122991,0.00434569,0.00852739,0,23.2432,170.45,46.4864,85.2251,"MENARD",12907,0,77.4773,0,2019,495.855,0
452,1076.87,-53.0697,1023.8,0.0137332,0.49038,0.000259118,0.425,5,0.000842133,0.0028503,12.5,0.00168426,0.00421066,0.489473,15,0.00667228,5,25,0.000129559,0.498478,0.00505279,0.00194338,0.00304463,0.0127615,0,38.8777,0,84.2351,233.266,"MERCER",15433,0,58.3166,0,2019,609.084,0
453,627.358,-262.658,364.7,0.00814158,0.491786,0.000144354,0.158879,3.73832,0.00115483,0.00392644,11.215,0.00135693,0.00225193,0.489996,53.271,0.0052545,3.1,15.8879,0.000144354,0.497936,0.00467708,0.00210757,0.00216532,0.00831481,0,11.4873,0,17.231,114.873,"MONROE",34821,0,60.3084,0,2019,157.951,2.87183
454,1214.72,747.78,1962.5,0.00658126,0.486978,0.000140776,0.27619,4.12698,0.0011614,0.00281551,8.57143,0.00137256,0.0331527,0.464173,16.8254,0.00475118,5.2,42.8571,0.000246357,0.524143,0.00531428,0.00214683,0.00225241,0.0119307,0,37.9402,13.7964,41.3893,400.097,"MONTGOMERY",28993,3.44911,203.497,0,2019,1258.92,3.44911
455,2172.41,131.591,2304,0.0106958,0.449343,0.000148553,0.259259,0.740741,0.00136669,0.00365441,9.62963,0.0030899,0.0481015,0.458405,22.2222,0.00929942,4,41.4815,0.000386238,0.505645,0.00953711,0.00412978,0.0212431,0.0161329,0,47.5667,2.97292,23.7833,478.64,"MORGAN",33637,2.97292,184.321,0,2019,1537,26.7563
456,1042.88,194.119,1237,0.00786153,0.481001,0.000137922,0.15625,0,0.00151714,0.00165506,31.25,0.00137922,0.00413765,0.499345,25,0.00599959,3.3,28.125,0.000206882,0.48838,0.00537894,0.00124129,0.00358596,0.00910282,0,27.3373,6.83434,34.1717,184.527,"MOULTRIE",14632,0,416.894,0,2019,567.25,0
457,939.983,-104.583,835.4,0.0513595,0.482949,0.000335683,0.373134,1.49254,0.00181664,0.00367277,23.8806,0.00215232,0.00718757,0.484963,34.3284,0.00736528,4.8,2.98507,0.000394921,0.495883,0.00799716,0.00286318,0.00533144,0.053808,0,30.3796,1.89872,28.4808,168.986,"OGLE",52667,1.89872,68.354,0,2019,529.743,5.69617
458,3506.62,147.078,3653.7,0.0250587,0.372242,0.000362766,0.18117,7.70328,0.00193661,0.0193549,18.8302,0.00219334,0.0881018,0.37808,46.505,0.0158054,5.1,8.84451,0.000295794,0.485141,0.015504,0.0215371,0.099621,0.0254829,0,55.9658,24.6908,315.494,547.587,"PEORIA",182254,13.7171,482.294,0,2019,2057.02,156.924
459,867.083,-170.183,696.9,0.00717154,0.464094,0.000334672,0.231579,10.5263,0.00109964,0.00210365,11.5789,0.00329891,0.080656,0.425177,25.7895,0.0109007,5.1,28.9474,0.000286862,0.552257,0.00870147,0.00334672,0.010327,0.0250526,0,13.6656,4.55519,50.107,159.432,"PERRY",21953,0,113.88,0,2019,337.084,18.2207
460,737.887,-75.2873,662.6,0.00783162,0.48813,0.000428292,0.71875,0,0.000734214,0.00281449,12.5,0.00116251,0.00403818,0.491251,12.5,0.00654674,3.6,3.125,0.000183554,0.496268,0.00587371,0.00226383,0.00263094,0.00746451,0,38.9755,0,38.9755,250.557,"PIATT",17960,0,122.494,0,2019,211.581,0
461,809.925,-7.12544,802.8,0.00597648,0.483388,6.42632e-05,0.367347,0,0.000642632,0.00160658,8.16327,0.00141379,0.0127241,0.491421,20.4082,0.00481974,4.3,34.6939,0.000321316,0.500032,0.00424137,0.00173511,0.00199216,0.00835422,0,51.7933,25.8967,19.4225,123.009,"PIKE",15446,12.9483,71.2158,0,2019,485.563,12.9483
462,732.535,-380.435,352.1,0.0299704,0.502527,0.000348493,0.25,50,0.00191671,0.00453041,25,0.00121973,0.00453041,0.472905,0,0.00592438,5,0,0,0.511065,0.00609862,0.00174246,0.00313643,0.0325841,0,0,0,0,88.0127,"PUTNAM",5681,0,17.6025,0,2019,246.435,0
463,433.805,-182.205,251.6,0.00887295,0.454943,0.000188786,0.322485,18.3432,0.00166761,0.00280033,4.14201,0.00179347,0.0910578,0.422849,30.1775,0.00695362,3.7,15.0888,0.000471965,0.551224,0.00626141,0.00232836,0.0150085,0.0242905,3.14505,9.43515,0,3.14505,44.0307,"RANDOLPH",31796,0,62.901,3.14505,2019,125.802,0
464,1900.01,-186.312,1713.7,0.0100561,0.481789,0.000128924,0.2,2,0.0018694,0.00502804,6,0.00161155,0.00554374,0.488494,18,0.00663959,4.1,54,6.44621e-05,0.493522,0.00728421,0.00386772,0.00367434,0.00896023,0,76.7312,6.39427,25.5771,383.656,"RICHLAND",15639,0,166.251,0,2019,1055.05,0
465,2431.64,-311.543,2120.1,0.0651189,0.416764,0.000246689,0.2334,10.5634,0.00336907,0.0126093,11.4688,0.00298846,0.0579508,0.423622,30.3823,0.0153018,4.9,24.2455,0.000211448,0.492758,0.0145758,0.0139344,0.0528197,0.0670571,0,56.1843,7.44612,153.661,362.152,"ROCK ISLAND",147728,1.35384,255.199,0,2019,1238.09,46.0305
466,2360.32,-386.22,1974.1,0.0210678,0.33157,0.000504455,0.258597,7.84044,0.00180603,0.00929969,25.2407,0.00204478,0.140046,0.327981,32.8748,0.0128309,4.5,8.18432,0.000465947,0.481739,0.0131775,0.00631917,0.165492,0.022119,0.772959,55.2666,36.3291,172.37,323.87,"ST. CLAIR",258746,16.6186,185.51,0,2019,1129.29,54.1071
467,2371.94,-351.942,2020,0.00864161,0.461964,0.000297986,0.0674157,1.49813,0.00263931,0.00370355,1.87266,0.00229875,0.0234984,0.475799,22.8464,0.00962071,5.3,67.0412,0.000723681,0.49172,0.0110255,0.0025116,0.0148142,0.00876932,0,29.1545,8.32986,87.4636,537.276,"SALINE",24010,4.16493,299.875,0,2019,1024.57,29.1545
468,3619.53,1.86959,3621.4,0.0123284,0.405949,0.0001952,0.163889,0.694444,0.00137154,0.010998,18.1944,0.00138695,0.0611593,0.425696,49.7222,0.0123438,4,15,0.000226021,0.480079,0.0130014,0.0106127,0.0686591,0.0119586,0,71.2784,13.3326,178.452,678.427,"SANGAMON",195010,5.12794,406.133,0,2019,2147.58,121.019
