CASEID,RESPONSE,RESIDUAL,TOTAL_INDEX_CRIME_RATES_PER_100K,YEAR,HYPODERMIC_SYRINGES_AND_NEEDLES_ARRESTS,MOTOR_VEHICLE_THEFT,HUMAN_TRAFFICKING_INVOLUNTARY_SERVITUDE,SEXUAL_ASSAULT,ARSON,TOTAL_DRUG_ARRESTS_PER_100K,BURGLARY,CANNABIS_ARRESTS,TOTAL_DRUG_PARAPHERNALIA,HUMAN_TRAFFICKING_SEX,THEFT,ROBBERY,HOMOCIDES,CONTROLLED_SUBSTANCE_ARRESTS,BATTERY_ASSAULT,TOTAL_METH_ARRESTS,LABOR_FORCE,EMPLOYED,UNEMPLOYMENT_RATE,PERCENT_HISPANIC_FEMALE,PERCENT_HISPANIC_MALE,PERCENT_TWO_OR_MORE_RACES_FEMALE,PERCENT_TWO_OR_MORE_RACES_MALE,PERCENT_NATIVE_HAWAIIN_FEMALE,PERCENT_NATIVE_HAWAIIN_MALE,PERCENT_ASAIN_FEMALE,PERCENT_ASAIN_MALE,PERCENT_AMERICAN_INDIAN_FEMALE,PERCENT_AMERICAN_INDIAN_MALE,PERCENT_BLACK_FEMALE,PERCENT_BLACK_MALE,PERCENT_WHITE_MALE,PERCENT_WHITE_FEMALE,POPULATION_PERCENT_MALE,COUNTY,TOTAL_DRUG_ARRESTS,POPULATION,TOTAL_INDEX_CRIMES_REPORTED,UNEMPLOYED,YEAR_,TOT_POP
444,2783.43,-108.227,2675.2,2019,0,191,0,64,37,608.6,519,62,241,0,1663,71,11,230,288,114,48905,46328,5.3,0.0118547,0.0120759,0.0153256,0.0153737,0.00021152,0.000298051,0.00584565,0.00572066,0.00122105,0.0015191,0.0948668,0.0826659,0.387899,0.403725,0.478805,"MACON",647,106308,2844,2577,2019,104009
445,1002.34,711.661,1714,2019,8,33,0,18,3,417.3,116,23,66,0,546,4,0,46,48,44,23125,22136,4.3,0.0064328,0.00621021,0.00569826,0.00572052,6.67765e-05,0.000267106,0.00273784,0.00142457,0.00195878,0.00184748,0.00447402,0.00518631,0.484975,0.491141,0.493923,"MACOUPIN",187,44808,768,989,2019,44926
446,3051.12,-1104.72,1946.4,2019,121,405,0,154,23,730.8,873,144,342,0,3279,99,10,704,609,736,134999,129708,3.9,0.0166143,0.0177437,0.010412,0.0105185,0.000311827,0.000338447,0.00566613,0.00463938,0.00174928,0.00171505,0.0476145,0.0407087,0.438931,0.447442,0.486804,"MADISON",2047,280113,5452,5291,2019,262966
447,2427.19,830.814,3258,2019,45,66,0,51,33,1034.1,266,4,66,0,610,29,3,123,155,147,17680,16889,4.5,0.00940734,0.0120683,0.0100524,0.00959548,8.06343e-05,0.000188147,0.00370918,0.00268781,0.00142454,0.00212337,0.0208574,0.0219863,0.4619,0.474641,0.489235,"MARION",385,37232,1213,791,2019,37205
448,1114.19,-576.787,537.4,2019,0,4,0,3,1,299.5,20,1,12,0,24,0,0,9,9,12,5366,5108,4.8,0.0146879,0.0149502,0.0075188,0.00646966,0.000174856,8.74279e-05,0.00297255,0.00209827,0.00166113,0.00244798,0.0031474,0.00410911,0.484962,0.490558,0.493967,"MARSHALL",34,11352,61,258,2019,11438
449,877.012,771.088,1648.1,2019,2,14,0,18,1,351.6,37,7,14,0,120,0,0,12,35,13,6342,6004,5.3,0.00501535,0.00718617,0.00531477,0.00643761,0,7.48559e-05,0.00276967,0.00179654,0.00202111,0.00164683,0.00232053,0.00434164,0.485441,0.494199,0.493375,"MASON",48,13652,225,338,2019,13359
450,2140.6,16.204,2156.8,2019,6,14,0,12,1,678.1,57,3,28,0,194,2,0,19,19,38,5652,5336,5.6,0.0157566,0.0159744,0.0124165,0.0116904,0,0.000145222,0.00275922,0.00275922,0.00297706,0.00254139,0.030424,0.0305693,0.44438,0.470665,0.480758,"MASSAC",94,13863,299,316,2019,13772
451,954.176,-55.4765,898.7,2019,0,6,0,3,22,162.7,11,1,7,0,64,0,0,6,10,7,6542,6295,3.8,0.00754346,0.00852739,0.00713349,0.00737947,0.000163988,8.19941e-05,0.00295179,0.00122991,0.00155789,0.00180387,0.00434569,0.00475566,0.479911,0.495818,0.488029,"MENARD",21,12907,116,247,2019,12196
452,765.787,258.013,1023.8,2019,2,13,0,6,0,259.2,36,5,17,0,94,0,0,6,9,10,8168,7761,5,0.0137332,0.0127615,0.00505279,0.00667228,0.000259118,0.000129559,0.0028503,0.00194338,0.000842133,0.00168426,0.00304463,0.00421066,0.49038,0.489473,0.498478,"MERCER",40,15433,158,407,2019,15437
453,661.821,-297.121,364.7,2019,4,6,0,4,0,307.3,40,12,17,0,55,1,0,57,21,17,18902,18313,3.1,0.00814158,0.00831481,0.00467708,0.0052545,0.000144354,0.000144354,0.00392644,0.00210757,0.00115483,0.00135693,0.00216532,0.00225193,0.491786,0.489996,0.497936,"MONROE",107,34821,127,589,2019,34637
454,1673.95,288.551,1962.5,2019,13,12,0,11,4,1086.5,116,27,87,0,365,1,1,53,59,135,11823,11207,5.2,0.00658126,0.0119307,0.00531428,0.00475118,0.000140776,0.000246357,0.00281551,0.00214683,0.0011614,0.00137256,0.00225241,0.0331527,0.486978,0.464173,0.524143,"MONTGOMERY",315,28993,569,616,2019,28414
455,1710.48,593.517,2304,2019,1,8,0,16,1,401.3,161,13,35,0,517,9,1,30,62,56,16578,15910,4,0.0106958,0.0161329,0.00953711,0.00929942,0.000148553,0.000386238,0.00365441,0.00412978,0.00136669,0.0030899,0.0212431,0.0481015,0.449343,0.458405,0.505645,"MORGAN",135,33637,775,668,2019,33658
456,683.494,553.506,1237,2019,0,5,0,4,1,218.7,27,10,5,0,83,0,0,8,61,9,7638,7384,3.3,0.00786153,0.00910282,0.00537894,0.00599959,0.000137922,0.000206882,0.00165506,0.00124129,0.00151714,0.00137922,0.00358596,0.00413765,0.481001,0.499345,0.48838,"MOULTRIE",32,14632,181,254,2019,14501
457,1014.01,-178.614,835.4,2019,2,15,0,16,1,254.4,89,32,50,0,279,3,1,46,36,4,25162,23947,4.8,0.0513595,0.053808,0.00799716,0.00736528,0.000335683,0.000394921,0.00367277,0.00286318,0.00181664,0.00215232,0.00533144,0.00718757,0.482949,0.484963,0.495883,"OGLE",134,52667,440,1215,2019,50643
458,2581.63,1072.07,3653.7,2019,54,575,0,102,45,384.6,998,132,127,0,3749,286,25,326,879,62,85453,81085,5.1,0.0250587,0.0254829,0.015504,0.0158054,0.000362766,0.000295794,0.0193549,0.0215371,0.00193661,0.00219334,0.099621,0.0881018,0.372242,0.37808,0.485141,"PEORIA",701,182254,6659,4368,2019,179179
459,1622.62,-925.717,696.9,2019,20,11,0,3,1,865.5,35,22,44,0,74,4,0,49,25,55,8391,7960,5.1,0.00717154,0.0250526,0.00870147,0.0109007,0.000334672,0.000286862,0.00210365,0.00334672,0.00109964,0.00329891,0.010327,0.080656,0.464094,0.425177,0.552257,"PERRY",190,21953,153,431,2019,20916
460,702.976,-40.3764,662.6,2019,0,7,0,7,0,178.2,45,4,23,0,38,0,0,4,22,1,8632,8319,3.6,0.00783162,0.00746451,0.00587371,0.00654674,0.000428292,0.000183554,0.00281449,0.00226383,0.000734214,0.00116251,0.00263094,0.00403818,0.48813,0.491251,0.496268,"PIATT",32,17960,119,313,2019,16344
461,865.297,-62.4969,802.8,2019,0,3,0,8,4,634.5,19,8,36,0,75,2,2,20,11,34,7057,6751,4.3,0.00597648,0.00835422,0.00424137,0.00481974,6.42632e-05,0.000321316,0.00160658,0.00173511,0.000642632,0.00141379,0.00199216,0.0127241,0.483388,0.491421,0.500032,"PIKE",98,15446,124,306,2019,15561
462,732.954,-380.854,352.1,2019,2,0,0,0,0,70.4,5,1,1,0,14,0,0,0,1,0,3066,2912,5,0.0299704,0.0325841,0.00609862,0.00592438,0.000348493,0,0.00453041,0.00174246,0.00191671,0.00121973,0.00313643,0.00453041,0.502527,0.472905,0.511065,"PUTNAM",4,5681,20,154,2019,5739
463,999.09,-747.49,251.6,2019,62,1,1,3,0,1063,14,14,109,1,40,0,0,102,20,51,14371,13842,3.7,0.00887295,0.0242905,0.00626141,0.00695362,0.000188786,0.000471965,0.00280033,0.00232836,0.00166761,0.00179347,0.0150085,0.0910578,0.454943,0.422849,0.551224,"RANDOLPH",338,31796,80,529,2019,31782
464,1188.19,525.511,1713.7,2019,1,4,0,12,1,319.7,60,3,10,0,165,0,0,9,26,27,7273,6975,4.1,0.0100561,0.00896023,0.00728421,0.00663959,0.000128924,6.44621e-05,0.00502804,0.00386772,0.0018694,0.00161155,0.00367434,0.00554374,0.481789,0.488494,0.493522,"RICHLAND",50,15639,268,298,2019,15513
465,2513.22,-393.124,2120.1,2019,105,227,0,83,11,672.9,535,114,232,0,1829,68,2,302,377,241,71937,68377,4.9,0.0651189,0.0670571,0.0145758,0.0153018,0.000246689,0.000211448,0.0126093,0.0139344,0.00336907,0.00298846,0.0528197,0.0579508,0.416764,0.423622,0.492758,"ROCK ISLAND",994,147728,3132,3560,2019,141879
466,1502.57,471.529,1974.1,2019,114,446,0,143,94,561.9,838,367,376,2,2922,140,43,478,480,119,127362,121685,4.5,0.0210678,0.022119,0.0131775,0.0128309,0.000504455,0.000465947,0.00929969,0.00631917,0.00180603,0.00204478,0.165492,0.140046,0.33157,0.327981,0.481739,"ST. CLAIR",1454,258746,5108,5677,2019,259686
467,2615.93,-595.93,2020,2019,4,21,0,7,2,1112,129,5,18,0,246,7,1,61,72,179,9702,9188,5.3,0.00864161,0.00876932,0.0110255,0.00962071,0.000297986,0.000723681,0.00370355,0.0025116,0.00263931,0.00229875,0.0148142,0.0234984,0.461964,0.475799,0.49172,"SALINE",267,24010,485,514,2019,23491
468,3661.58,-40.1817,3621.4,2019,5,348,0,139,26,369.2,1323,131,118,0,4188,236,10,358,792,108,101644,97552,4,0.0123284,0.0119586,0.0130014,0.0123438,0.0001952,0.000226021,0.010998,0.0106127,0.00137154,0.00138695,0.0686591,0.0611593,0.405949,0.425696,0.480079,"SANGAMON",720,195010,7062,4092,2019,194672
469,1473.95,-106.551,1367.4,2019,4,0,0,0,0,1411.6,14,31,31,0,71,0,0,6,8,24,3277,3139,4.2,0.00916076,0.0140366,0.00398936,0.00339835,0,0,0.00295508,0.00103428,0.000738771,0.00132979,0.00723995,0.0291076,0.492021,0.460993,0.524084,"SCHUYLER",96,6801,93,138,2019,6768
470,201.453,148.647,350.1,2019,0,4,0,0,0,267.7,6,2,0,0,7,0,0,2,0,9,2530,2410,4.7,0.00626136,0.00807918,0.00444355,0.00525146,0.00504949,0,0.00181781,0.000605938,0.000807918,0.00141386,0.00201979,0.00424157,0.484953,0.494244,0.491618,"SCOTT",13,4856,17,120,2019,4951
471,526.051,-250.151,275.9,2019,0,5,0,2,0,116.9,16,9,5,0,36,0,0,3,0,8,10695,10278,3.9,0.00540815,0.00610151,0.00513081,0.00448368,0.000184894,0.000277341,0.00175649,0.00161782,0.00101692,0.0015716,0.00138671,0.00263474,0.491449,0.492604,0.49792,"SHELBY",25,21382,59,417,2019,21634
472,1189.47,-543.574,645.9,2019,0,3,0,0,0,276.8,18,2,10,0,12,0,0,6,9,0,2555,2409,5.7,0.0106702,0.00973418,0.00842381,0.00730064,0.000374392,0.000374392,0.00393111,0.00280794,0.00131037,0.00112317,0.00524148,0.00336952,0.488394,0.484276,0.496443,"STARK",18,6503,42,146,2019,5342
473,2490.13,-970.731,1519.4,2019,4,7,0,23,3,349.4,115,43,39,0,463,18,4,60,41,9,21823,20868,4.4,0.0198885,0.0231246,0.0167648,0.0145849,0.000179783,0.000292148,0.00391029,0.00305632,0.00155063,0.00150569,0.0524967,0.051845,0.428918,0.438829,0.486269,"STEPHENSON",155,44359,674,955,2019,44498
474,1435.84,-197.138,1238.7,2019,7,45,0,44,6,454.5,221,62,236,0,1080,15,0,143,216,149,64182,61347,4.4,0.0108875,0.0136719,0.00730636,0.00732912,0.00012898,0.000189677,0.0055234,0.00379354,0.00146431,0.00183607,0.00488608,0.00889206,0.476939,0.488684,0.492007,"TAZEWELL",597,131343,1627,2835,2019,131803
475,1246.21,-375.315,870.9,2019,2,2,0,2,0,305.7,36,6,17,0,85,0,0,11,26,17,7494,7070,5.7,0.0237795,0.0291239,0.00798655,0.00870714,0.000300246,0.000120098,0.00288236,0.00210172,0.00300246,0.00438359,0.00510418,0.00822675,0.485918,0.479613,0.501111,"UNION",53,17338,151,424,2019,16653
476,2839.24,964.263,3803.5,2019,3,106,0,92,15,486.3,602,75,98,0,1453,74,7,81,537,112,33251,31540,5.1,0.0240371,0.028525,0.0124343,0.0129887,0.000145199,0.000211199,0.00518757,0.00395998,0.00197999,0.00204599,0.0661976,0.0733256,0.417764,0.416128,0.497928,"VERMILION",369,75878,2886,1711,2019,75758
477,1131.85,64.4525,1196.3,2019,11,1,0,0,0,646.2,17,7,35,0,111,3,0,11,5,10,5874,5648,3.8,0.0118924,0.0196181,0.00694444,0.00902778,8.68056e-05,0.000347222,0.00460069,0.00746528,0.0015625,0.00147569,0.00407986,0.00607639,0.488281,0.478733,0.503993,"WABASH",74,11452,137,226,2019,11520
478,1202.86,47.8427,1250.7,2019,0,9,0,7,2,444.5,44,6,35,0,132,0,0,18,17,16,8556,8207,4.1,0.0451199,0.0535502,0.010152,0.00854904,0.000831156,0.00106863,0.0105676,0.013536,0.00231536,0.00267157,0.0118737,0.0172168,0.458798,0.470672,0.493588,"WARREN",75,16871,211,349,2019,16844
479,514.931,-26.4312,488.5,2019,2,5,0,0,0,125.6,10,2,6,0,22,1,0,2,32,6,10254,9995,2.5,0.00756103,0.00684093,0.00496868,0.00518471,7.20098e-05,0.00014402,0.0029524,0.00216029,0.000720098,0.00158421,0.00403255,0.00583279,0.490603,0.486858,0.500396,"WASHINGTON",18,14329,70,259,2019,13887
480,811.682,773.918,1585.6,2019,0,14,0,6,0,253,79,7,5,0,141,3,0,2,14,27,7031,6696,4.8,0.00857231,0.00746223,0.004502,0.00598211,6.16713e-05,6.16713e-05,0.00376195,0.00259019,0.00178847,0.00154178,0.00265187,0.00345359,0.4856,0.493617,0.493617,"WAYNE",41,16208,257,335,2019,16215
481,715.234,522.566,1237.8,2019,2,13,0,1,0,303.9,43,4,10,0,89,1,0,10,20,15,6663,6409,3.8,0.00664845,0.00886459,0.00465391,0.00679619,0.000147743,0.000369358,0.00391519,0.00229002,0.00162517,0.00221615,0.00199453,0.00502327,0.480239,0.49723,0.490434,"WHITE",41,13492,167,254,2019,13537
482,1345.5,219.096,1564.6,2019,15,52,0,25,6,314.4,137,31,40,0,589,4,2,57,46,30,28849,27619,4.3,0.0603897,0.0631083,0.0091527,0.00875397,9.06208e-05,0.000163117,0.00344359,0.00228364,0.0021024,0.00271862,0.00808337,0.0100952,0.479076,0.482302,0.494826,"WHITESIDE",173,55030,861,1230,2019,55175
483,439.844,775.556,1215.4,2019,4,624,0,216,66,164,815,305,275,0,5470,207,24,535,975,14,357236,343602,3.8,0.0886828,0.0928247,0.0100761,0.00991975,0.000254798,0.000276514,0.0314806,0.0289703,0.00229608,0.00239742,0.0623343,0.0600325,0.403865,0.397362,0.496196,"WILL",1133,690874,8397,13634,2019,690743
484,1795.45,-529.449,1266,2019,2,59,0,18,4,360.6,171,7,66,0,507,7,5,58,75,108,32146,30765,4.3,0.0121477,0.0151358,0.0101206,0.00908449,0.000120126,0.000135141,0.00795832,0.00548073,0.00166674,0.00300314,0.0178687,0.0286199,0.460081,0.46442,0.497845,"WILLIAMSON",241,66826,846,1381,2019,66597
485,3239.77,-87.5652,3152.2,2019,45,516,4,195,78,427.8,1344,521,115,4,4917,305,20,514,1489,9,140238,132290,5.7,0.0670307,0.0680853,0.0150015,0.014683,0.000297269,0.000265419,0.0146441,0.0137098,0.00286653,0.00269312,0.0730115,0.066599,0.403709,0.406413,0.487766,"WINNEBAGO",1204,281456,8872,7948,2019,282572
486,715.681,-11.0811,704.6,2019,1,11,0,22,2,148,55,21,8,0,150,1,5,27,54,6,18870,18165,3.7,0.00884058,0.0102707,0.00621441,0.00566837,0.000234015,0.00015601,0.00413427,0.00392626,0.00137809,0.00130009,0.0030682,0.00431628,0.489794,0.485088,0.499883,"WOODFORD",63,42579,300,705,2019,38459
487,,,1423.3,2019,0,6,0,9,0,333.4,75,9,16,0,128,4,0,27,0,0,,,,,,,,,,,,,,,,,,,"DEWITT",52,15598,222,,,
488,,,217.4,2016,0,0,0,5,1,242.2,10,9,20,0,15,1,0,10,3,0,,,,,,,,,,,,,,,,,,,"DEWITT",39,16101,35,,,
489,,,859.7,2015,0,3,0,7,2,276.3,45,20,24,0,80,0,0,1,3,0,,,,,,,,,,,,,,,,,,,"DEWITT",45,16284,140,,,
490,,,401.9,2017,0,2,0,1,1,166.9,20,6,2,0,40,1,0,19,0,0,,,,,,,,,,,,,,,,,,,"DEWITT",27,16175,65,,,
491,,,1831.2,2018,0,0,0,8,0,342.2,101,8,16,0,179,1,0,30,0,0,,,,,,,,,,,,,,,,,,,"DEWITT",54,15782,289,,,
