CASEID,RESPONSE,RESIDUAL,TOTAL_INDEX_CRIME_RATES_PER_100K,YEAR,HYPODERMIC_SYRINGES_AND_NEEDLES_ARRESTS,MOTOR_VEHICLE_THEFT,HUMAN_TRAFFICKING_INVOLUNTARY_SERVITUDE,SEXUAL_ASSAULT,ARSON,TOTAL_DRUG_ARRESTS_PER_100K,BURGLARY,CANNABIS_ARRESTS,TOTAL_DRUG_PARAPHERNALIA,HUMAN_TRAFFICKING_SEX,THEFT,ROBBERY,HOMOCIDES,CONTROLLED_SUBSTANCE_ARRESTS,BATTERY_ASSAULT,TOTAL_METH_ARRESTS,LABOR_FORCE,EMPLOYED,UNEMPLOYMENT_RATE,PERCENT_HISPANIC_FEMALE,PERCENT_HISPANIC_MALE,PERCENT_TWO_OR_MORE_RACES_FEMALE,PERCENT_TWO_OR_MORE_RACES_MALE,PERCENT_NATIVE_HAWAIIN_FEMALE,PERCENT_NATIVE_HAWAIIN_MALE,PERCENT_ASAIN_FEMALE,PERCENT_ASAIN_MALE,PERCENT_AMERICAN_INDIAN_FEMALE,PERCENT_AMERICAN_INDIAN_MALE,PERCENT_BLACK_FEMALE,PERCENT_BLACK_MALE,PERCENT_WHITE_MALE,PERCENT_WHITE_FEMALE,POPULATION_PERCENT_MALE,COUNTY,TOTAL_DRUG_ARRESTS,POPULATION,TOTAL_INDEX_CRIMES_REPORTED,UNEMPLOYED,YEAR_,TOT_POP
216,1553.58,-213.784,1339.8,2017,42,501,0,166,47,244.1,1205,647,792,0,9897,228,10,775,429,18,511412,491133,4,0.0698177,0.072718,0.00990578,0.0100154,0.000248316,0.000259066,0.0625843,0.0594669,0.00195106,0.00190376,0.0277244,0.0240845,0.404806,0.406301,0.491285,"DUPAGE",2274,931734,12483,20279,2017,930265
217,1590.47,-230.17,1360.3,2017,20,12,0,3,4,1291.4,84,4,57,0,85,4,0,45,45,99,9459,8996,4.9,0.0066705,0.00580794,0.00437033,0.00419781,5.75043e-05,0.000172513,0.00212766,0.0013226,0.0013226,0.00120759,0.00310523,0.00304773,0.482116,0.500748,0.488269,"EDGAR",225,17423,237,463,2017,17390
218,1103.46,-783.259,320.2,2017,0,1,0,0,0,625.9,4,12,14,0,15,0,0,4,2,13,2850,2718,4.6,0.0058933,0.00852978,0.0058933,0.00558313,0,0,0.0023263,0.00139578,0.00279156,0.00155087,0.00294665,0.00263648,0.485732,0.494572,0.49147,"EDWARDS",43,6870,22,132,2017,6448
219,1527.55,65.0516,1592.6,2017,37,27,0,5,2,1230.9,110,33,94,0,398,1,0,145,25,130,18893,18175,3.8,0.00978812,0.0109017,0.00451309,0.00454239,0.000263752,5.86115e-05,0.00339947,0.00334086,0.00126015,0.00137737,0.0020514,0.00301849,0.489787,0.490578,0.497934,"EFFINGHAM",439,35666,568,718,2017,34123
220,704.38,-172.28,532.1,2017,4,11,0,0,1,200.6,28,9,17,0,78,0,0,7,4,9,9684,9147,5.5,0.00604258,0.0117598,0.00539184,0.00641443,0.000139444,9.29627e-05,0.00204518,0.00158037,0.00134796,0.0014874,0.00185925,0.042391,0.480152,0.462908,0.526308,"FAYETTE",46,22928,122,537,2017,21514
221,1224.92,260.381,1485.3,2017,0,4,0,3,2,518.5,47,24,30,0,109,4,0,20,43,0,6449,6137,4.8,0.0168446,0.0171454,0.00676794,0.00661754,0.000225598,7.51993e-05,0.00323357,0.00195518,0.00127839,0.00195518,0.00338397,0.00669274,0.479471,0.49436,0.49075,"FORD",74,14273,212,312,2017,13298
222,1546.81,63.8863,1610.7,2017,11,17,0,2,3,698.9,176,28,123,0,395,5,2,52,43,65,16544,15468,6.5,0.008796,0.00897551,0.00646237,0.0067701,0.000102577,7.69329e-05,0.00241056,0.00148737,0.00243621,0.0017951,0.0027183,0.00320554,0.486165,0.492832,0.493038,"FRANKLIN",279,39921,643,1076,2017,38995
223,981.422,125.878,1107.3,2017,5,13,0,13,1,563.6,74,78,96,0,305,4,0,37,34,10,15485,14492,6.4,0.00658045,0.0238434,0.00489973,0.00549795,0,0.000113947,0.00170921,0.00168072,0.00162375,0.00504216,0.00321901,0.0362067,0.476783,0.468095,0.520454,"FULTON",226,40097,444,993,2017,35104
224,1154.41,-159.013,995.4,2017,0,6,0,0,1,107.2,18,2,2,0,34,0,0,1,6,2,2467,2324,5.8,0.00591599,0.00966279,0.00847959,0.00591599,0,0,0.0003944,0.0003944,0.0013804,0.001972,0.001972,0.00453559,0.47959,0.50069,0.487083,"GALLATIN",7,6530,65,143,2017,5071
225,1070.22,71.9847,1142.2,2017,18,4,0,4,1,895.9,46,15,24,0,83,1,0,41,14,22,6021,5713,5.1,0.00501672,0.00706902,0.00402858,0.00448465,7.60109e-05,7.60109e-05,0.00106415,0.0013682,0.00152022,0.0013682,0.00220432,0.0104895,0.490575,0.486926,0.504181,"GREENE",120,13395,153,308,2017,13156
226,822.581,126.319,948.9,2017,23,14,0,11,1,221,78,15,3,1,372,4,0,78,30,0,25489,24017,5.8,0.0475683,0.0515784,0.00624234,0.00632136,0.000474102,0.000177788,0.00489906,0.00414839,0.00171862,0.00193592,0.0076449,0.00853384,0.482774,0.481075,0.497946,"GRUNDY",119,53850,511,1472,2017,50622
227,854.944,-143.744,711.2,2017,1,2,0,3,1,237.1,38,1,3,0,83,0,0,5,8,35,8522,8082,5.2,0.00712774,0.00723911,0.00595835,0.00501169,0.000389798,0.000389798,0.00239448,0.00194899,0.00194899,0.00150351,0.00261722,0.00295133,0.48942,0.490088,0.496603,"HANCOCK",45,18982,135,440,2017,17958
228,1108.86,-200.058,908.8,2017,0,4,0,1,1,445.5,13,3,2,0,14,1,1,8,16,12,1353,1248,7.8,0.0124936,0.00917899,0.00764916,0.00458949,0.000764916,0.000509944,0.00280469,0.00254972,0.00458949,0.00356961,0.00229475,0.00254972,0.492351,0.479857,0.50204,"HARDIN",25,5612,51,105,2017,3922
229,1286.72,214.376,1501.1,2017,2,9,0,24,3,319.5,81,47,52,0,586,1,1,31,42,27,25002,23718,5.1,0.0265142,0.0298056,0.00786282,0.00763933,0.000121904,0.000162539,0.00276316,0.00195047,0.00154412,0.0014019,0.00755806,0.0111949,0.483634,0.481399,0.49875,"HENRY",159,49765,747,1284,2017,49219
230,1104.99,97.1063,1202.1,2017,15,18,0,6,2,285,84,13,14,0,252,6,1,40,19,10,14598,13931,4.6,0.0329769,0.036577,0.0072002,0.00734421,0.000216006,3.6001e-05,0.0036361,0.00255607,0.00165605,0.00201606,0.00392411,0.00738021,0.478237,0.492746,0.490622,"IROQUOIS",92,32277,388,667,2017,27777
231,2690.5,-208.699,2481.8,2017,4,39,0,43,18,995,260,143,201,0,1003,39,6,190,96,65,28071,26806,4.5,0.0223819,0.0220192,0.0143686,0.0143341,0.000449019,0.000466289,0.0174081,0.018617,0.00286681,0.00257323,0.082395,0.0698052,0.404756,0.385103,0.49741,"JACKSON",603,60600,1504,1265,2017,57904
232,449.339,-49.8388,399.5,2017,2,4,0,0,0,147.2,10,0,0,0,24,0,0,4,0,8,4489,4263,5,0.00882075,0.00682558,0.00336029,0.00315027,0.000210018,0,0.00262522,0.0011551,0.00094508,0.0011551,0.000420036,0.00168014,0.496587,0.491757,0.500683,"JASPER",14,9513,38,226,2017,9523
233,2195.02,95.0844,2290.1,2017,17,40,0,24,16,829.5,253,28,88,0,349,23,2,95,182,94,17495,16534,5.5,0.00980418,0.0168222,0.0101196,0.00972532,0.000183993,0.000157708,0.00562492,0.00536207,0.00165593,0.00186621,0.0351952,0.0549875,0.453042,0.431489,0.515731,"JEFFERSON",322,38819,889,961,2017,38045
234,1943.71,-624.71,1319,2017,35,11,0,11,2,1411.6,86,43,91,0,164,0,1,109,24,42,10953,10422,4.8,0.00798649,0.00666302,0.00679993,0.00620665,9.12742e-05,0.000228185,0.00702811,0.00164294,0.0015973,0.00214494,0.00378788,0.00397043,0.478824,0.493565,0.48713,"JERSEY",320,22669,299,531,2017,21912
235,1281.63,-305.731,975.9,2017,3,6,0,7,2,1238,45,121,114,0,139,1,2,17,14,19,11062,10566,4.5,0.0142824,0.0154455,0.00460572,0.00525704,0.000139567,0.00037218,0.00302396,0.0018609,0.0014422,0.00176785,0.00321005,0.00353571,0.490533,0.489184,0.498395,"JO DAVIESS",274,22133,216,496,2017,21495
236,763.988,92.5119,856.5,2017,0,4,0,2,0,84.9,12,4,2,1,50,0,0,3,42,2,4118,3808,7.5,0.00879103,0.0224212,0.00612953,0.00564562,8.06517e-05,0.000241955,0.00161303,0.00096782,0.000887168,0.00241955,0.00258085,0.0687152,0.475038,0.440842,0.547867,"JOHNSON",11,12959,111,310,2017,12399
237,1335.37,-0.570666,1334.8,2017,16,328,4,142,39,237.1,780,377,308,0,5046,203,12,563,591,5,269581,256477,4.9,0.155375,0.163264,0.00989344,0.00959848,0.000385141,0.000403929,0.0222499,0.0203073,0.00469872,0.00529616,0.0305652,0.0296127,0.441156,0.434909,0.497298,"KANE",1269,535283,7145,13104,2017,532272
238,1607.78,651.922,2259.7,2017,37,96,0,56,14,267.4,390,49,73,1,1657,100,7,136,197,3,54826,51810,5.5,0.0488511,0.0553374,0.00985164,0.0102225,0.000208069,0.000244255,0.00528316,0.00484892,0.00203546,0.00202642,0.0775104,0.0734757,0.411824,0.412168,0.492944,"KANKAKEE",298,111429,2518,3016,2017,110540
239,1185.05,-250.452,934.6,2017,1,36,0,43,13,114.4,136,25,66,0,873,14,0,53,78,1,68053,65093,4.3,0.0914135,0.0952343,0.0100434,0.0103605,0.000332932,0.000317078,0.0166228,0.014324,0.00252077,0.00251284,0.0372566,0.0370109,0.441951,0.436616,0.496607,"KENDALL",146,127655,1193,2960,2017,126152
240,2401.05,-839.449,1561.6,2017,12,21,0,20,5,562,167,79,54,0,497,8,0,77,99,72,22500,21327,5.2,0.0254661,0.0327224,0.0129703,0.0128912,0.000177946,9.88592e-05,0.00579315,0.0043498,0.00158175,0.00241216,0.0286098,0.0539969,0.443146,0.446408,0.504459,"KNOX",294,52317,817,1173,2017,50577
241,1363.14,52.2568,1415.4,2017,71,369,0,169,43,362,1360,729,1083,0,7249,253,13,677,601,12,372571,355660,4.5,0.10519,0.1116,0.0105769,0.0107691,0.000469768,0.000495391,0.0413367,0.0387829,0.00404997,0.0043788,0.0381494,0.0364298,0.418808,0.405694,0.499723,"LAKE",2572,710539,10057,16911,2017,702475
242,1381.35,208.146,1589.5,2017,2,53,0,60,15,343.8,313,100,57,0,1276,12,2,223,95,13,56199,53039,5.6,0.0455292,0.051258,0.00652241,0.00702414,0.00020069,0.000155078,0.00592034,0.00355768,0.00167849,0.0020069,0.00746201,0.0200142,0.477979,0.474257,0.503959,"LASALLE",395,114880,1826,3160,2017,109622
243,616.366,-321.766,294.6,2017,7,4,0,0,3,300.7,6,6,10,0,27,0,0,8,8,18,6067,5698,6.1,0.00642665,0.0315093,0.00511637,0.00580271,0.000124789,0.000187184,0.00180945,0.00330692,0.00174705,0.002371,0.00405566,0.0949647,0.456355,0.429775,0.557372,"LAWRENCE",49,16295,48,369,2017,16027
244,1319.11,304.991,1624.1,2017,1,17,0,20,2,543.2,89,106,43,0,406,3,0,44,43,0,17822,17042,4.4,0.0248987,0.0372032,0.00799074,0.00744065,0.000202664,0.000231616,0.00442965,0.00350318,0.00130284,0.00214244,0.00773017,0.0474812,0.476838,0.447887,0.530457,"LEE",194,35711,580,780,2017,34540
245,1000.53,100.773,1101.3,2017,19,19,0,7,4,341.6,82,29,18,0,292,14,0,77,56,4,16669,15920,4.5,0.0198206,0.0262429,0.00647769,0.00794486,8.30473e-05,8.30473e-05,0.00404163,0.00420773,0.00127339,0.0014118,0.0161665,0.0247758,0.471016,0.470158,0.501799,"LIVINGSTON",147,43039,474,749,2017,36124
246,1175.37,225.628,1401,2017,1,13,0,2,0,403.6,88,34,34,0,263,6,0,54,55,0,12867,12272,4.6,0.0114004,0.0223531,0.00716402,0.00781842,6.88848e-05,0.00013777,0.00427085,0.00375422,0.00137769,0.0022732,0.0284494,0.0533512,0.447958,0.450679,0.507991,"LOGAN",123,30479,427,595,2017,29034
247,1955.2,-610.301,1344.9,2017,8,11,0,21,3,1213,78,198,110,0,296,5,0,62,45,36,13527,12845,5,0.0131696,0.0140585,0.00842854,0.00869193,0.00016462,0,0.0121819,0.0119514,0.00190959,0.00171205,0.0287426,0.0253185,0.452343,0.456787,0.491785,"MCDONOUGH",414,34129,459,682,2017,30373
248,1028.88,-30.5804,998.3,2017,22,60,0,101,12,327.2,329,292,275,0,2370,32,8,399,166,21,166966,159616,4.4,0.0629469,0.0672222,0.00792684,0.00779364,0.000227409,0.000282637,0.0157627,0.0132222,0.00228709,0.00233582,0.00772542,0.00887871,0.472583,0.468414,0.497656,"MCHENRY",1009,308330,3078,7350,2017,307815
249,2026.28,-195.778,1830.5,2017,7,115,0,134,9,324.4,402,190,53,1,2162,66,5,311,317,8,89332,85632,4.1,0.0241442,0.0249488,0.0122544,0.0121907,0.000225755,0.00032416,0.0258518,0.0279241,0.0015224,0.00151661,0.0410757,0.0389571,0.416546,0.433327,0.485743,"MCLEAN",569,175421,3211,3700,2017,172754
250,3338.39,-270.193,3068.2,2017,4,104,0,66,37,616.8,818,103,265,0,1896,113,10,257,314,46,49612,46851,5.6,0.0112525,0.0115181,0.0147629,0.0144878,0.000208731,0.000218218,0.00587292,0.00539853,0.00113853,0.00148958,0.0932457,0.081737,0.389748,0.40545,0.479321,"MACON",675,109444,3358,2761,2017,105399
251,1034.89,283.609,1318.5,2017,5,32,0,14,3,419.8,113,45,43,0,401,1,0,55,61,51,22985,21856,4.9,0.00685639,0.00613119,0.00553785,0.00544995,6.59268e-05,0.000263707,0.00232941,0.00129656,0.00186793,0.0017141,0.00457093,0.00494451,0.485265,0.492012,0.493616,"MACOUPIN",199,47404,625,1129,2017,45505
252,2727.98,-513.277,2214.7,2017,137,326,0,115,43,741,1068,188,439,2,3705,135,6,826,494,382,134108,127724,4.8,0.0156456,0.0170178,0.010032,0.0100433,0.000278981,0.000354381,0.00558716,0.00451271,0.00167012,0.0016475,0.0466388,0.0400074,0.440247,0.448586,0.487206,"MADISON",1972,266127,5894,6384,2017,265251
253,2195.4,814.497,3009.9,2017,35,63,0,33,37,812.2,278,12,70,0,606,43,0,118,174,98,17686,16755,5.3,0.00906537,0.0113715,0.00943646,0.00951598,7.95208e-05,0.000185548,0.00355193,0.00251816,0.00148439,0.00209405,0.0210465,0.0214441,0.460452,0.477337,0.487065,"MARION",333,40998,1234,931,2017,37726
254,1036.29,-44.5897,991.7,2017,1,4,0,3,2,352.4,35,4,22,0,61,0,0,15,16,1,5457,5162,5.4,0.0139698,0.0144841,0.00642784,0.0057422,8.57045e-05,8.57045e-05,0.00282825,0.00205691,0.00162838,0.00222832,0.00325677,0.00342818,0.486973,0.490658,0.495115,"MARSHALL",43,12201,121,295,2017,11668
255,949.356,159.744,1109.1,2017,5,8,0,15,1,452.1,31,8,11,0,86,0,0,19,16,21,6425,6034,6.1,0.00467939,0.00643416,0.00489874,0.00577612,0,7.31154e-05,0.00255904,0.00160854,0.00212035,0.00182789,0.00219346,0.00402135,0.481831,0.498428,0.4898,"MASON",64,14155,157,391,2017,13677
256,2445.58,1265.92,3711.5,2017,13,25,0,11,4,824.8,105,16,24,0,358,11,0,39,35,30,5850,5469,6.5,0.013575,0.0166538,0.0130152,0.0116157,0,0.000139948,0.00223917,0.00244909,0.00286894,0.00237912,0.0290393,0.0291792,0.446645,0.471276,0.481562,"MASSAC",122,14792,549,381,2017,14291
257,821.475,-478.975,342.5,2017,0,1,0,4,0,43.7,11,3,2,0,28,0,0,0,3,1,6541,6265,4.2,0.00772797,0.00764663,0.00667046,0.00764663,0.000162694,8.13471e-05,0.00244041,0.000976165,0.0013829,0.00195233,0.00479948,0.00471813,0.478809,0.497682,0.486862,"MENARD",6,13721,47,276,2017,12293
258,644.732,-455.332,189.4,2017,0,1,0,1,0,174.1,10,14,7,0,25,0,0,8,0,5,8070,7655,5.1,0.0129421,0.011981,0.00454895,0.00640697,0.000256279,0.000128139,0.00256279,0.00160174,0.000896976,0.00192209,0.00269093,0.00410046,0.490069,0.490966,0.498078,"MERCER",34,19533,37,415,2017,15608
259,626.266,-206.166,420.1,2017,7,5,0,3,1,233.1,27,12,19,0,97,1,0,28,12,15,18478,17854,3.4,0.00760701,0.00772404,0.00482753,0.00479827,0.000146289,0.000146289,0.00389128,0.00193101,0.00111179,0.00111179,0.00184324,0.00213581,0.489862,0.492729,0.49545,"MONROE",81,34755,146,624,2017,34179
260,1194.29,439.513,1633.8,2017,2,17,0,5,8,876.5,92,70,81,0,355,1,0,91,29,28,11938,11252,5.7,0.0060804,0.0118828,0.0046211,0.00403044,0.000138981,0.000243216,0.00277961,0.00204996,0.0010771,0.00121608,0.00250165,0.0325909,0.488412,0.464126,0.524756,"MONTGOMERY",272,31032,507,686,2017,28781
261,1666,863.3,2529.3,2017,5,25,0,18,5,491.6,128,15,29,0,634,8,1,71,71,53,16438,15715,4.4,0.00978245,0.0148635,0.00896481,0.00914002,0.000116805,0.000350416,0.00312454,0.00341656,0.00131406,0.00283253,0.0205869,0.0494963,0.449671,0.459688,0.506205,"MORGAN",173,35188,890,723,2017,34245
262,389.288,82.712,472,2017,0,3,0,1,0,53.9,5,3,2,0,43,1,0,2,17,1,7334,7048,3.9,0.00659819,0.00748248,0.00435345,0.00462554,0.000136045,0.000204068,0.00156452,0.00142847,0.00122441,0.00122441,0.00299299,0.0027209,0.483913,0.500102,0.489627,"MOULTRIE",8,14830,70,286,2017,14701
263,865.379,-185.379,680,2017,6,13,0,7,1,152.8,57,22,28,0,259,2,0,26,26,0,25397,24092,5.1,0.0492224,0.0519287,0.00749122,0.00694213,0.000294158,0.000411821,0.00339262,0.00300041,0.00160806,0.00201988,0.00507913,0.00678524,0.48391,0.485616,0.496519,"OGLE",82,53676,365,1305,2017,50993
264,3577.75,210.948,3788.7,2017,66,431,0,112,53,440.9,1407,229,139,0,4350,296,13,404,625,10,86200,81123,5.9,0.0237721,0.0243583,0.0147761,0.0147815,0.000361594,0.000290371,0.0191809,0.0207095,0.00183537,0.00208191,0.0987098,0.0872976,0.373615,0.380348,0.484788,"PEORIA",848,192337,7287,5077,2017,182525
265,1460.35,-704.453,755.9,2017,17,3,0,2,2,724.4,46,12,42,0,84,1,0,44,30,46,8403,7898,6,0.00700155,0.024341,0.00770641,0.00996194,0.000328932,0.000281942,0.00202058,0.00300738,0.00108078,0.00286641,0.0101029,0.0788967,0.463183,0.429632,0.549128,"PERRY",161,22226,168,505,2017,21281
266,659.183,-219.483,439.7,2017,0,4,0,6,1,151.8,30,7,9,0,37,0,0,12,6,1,8537,8190,4.1,0.00694191,0.00584582,0.00554135,0.00523688,0.000365364,0.000121788,0.00243576,0.00170503,0.00109609,0.00109609,0.00274023,0.0039581,0.486786,0.493728,0.494093,"PIATT",29,19104,84,347,2017,16422
267,1238.92,-442.418,796.5,2017,3,0,0,5,0,979.9,34,6,58,0,95,0,0,14,5,90,7291,6962,4.5,0.00453153,0.00740362,0.00395711,0.00453153,6.38244e-05,0.000319122,0.00159561,0.00140414,0.000829717,0.00153178,0.00165943,0.0124457,0.483023,0.492915,0.498979,"PIKE",171,17451,139,329,2017,15668
268,653.655,-389.255,264.4,2017,0,0,0,0,0,119,4,6,3,0,14,0,0,0,2,0,3005,2856,5,0.0272216,0.028451,0.00509308,0.00684931,0.000175623,0,0.00351247,0.00175624,0.00193186,0.000878117,0.00386372,0.00509308,0.505444,0.472076,0.513347,"PUTNAM",9,7565,20,149,2017,5694
269,650.649,-419.849,230.8,2017,19,6,0,4,0,504.9,15,32,69,1,40,0,0,44,19,22,14186,13557,4.4,0.00811221,0.0233768,0.00579001,0.0071214,0.000216738,0.000495402,0.00238412,0.00195065,0.00130043,0.00154813,0.014119,0.0892343,0.457813,0.42456,0.55163,"RANDOLPH",186,36836,85,629,2017,32297
270,1722.25,1405.35,3127.6,2017,10,22,0,9,5,849.5,77,14,27,0,339,1,0,12,44,72,7550,7188,4.8,0.00865063,0.00782977,0.00732462,0.00618804,0.000126287,6.31433e-05,0.00517775,0.00454632,0.00164172,0.00164172,0.00271516,0.00454632,0.483741,0.488097,0.494917,"RICHLAND",135,15891,497,362,2017,15837
271,2795.68,52.3168,2848,2017,67,205,0,84,15,518.5,731,181,190,0,2776,48,4,242,432,102,71245,67587,5.1,0.0631101,0.0655227,0.0137525,0.0146355,0.000271157,0.000208582,0.0120839,0.0135718,0.00312178,0.00277415,0.0512765,0.0565537,0.419883,0.425703,0.493791,"ROCK ISLAND",782,150807,4295,3658,2017,143828
272,2547.4,242.196,2789.6,2017,90,481,0,160,53,715.8,1303,498,507,0,4039,253,41,599,969,179,126412,120017,5.1,0.0198819,0.0211957,0.0122734,0.0119383,0.000529322,0.000445545,0.00883473,0.00583016,0.00179741,0.00192688,0.164436,0.139783,0.333675,0.329269,0.48286,"ST. CLAIR",1873,261648,7299,6395,2017,262600
273,1967.9,916.201,2884.1,2017,7,19,0,7,0,567.3,194,16,26,0,389,8,1,66,109,28,9773,9140,6.5,0.00926428,0.0090139,0.0101824,0.00947294,0.000208655,0.000667696,0.00392271,0.00283771,0.00233694,0.00208655,0.0147728,0.0235363,0.46409,0.474857,0.493719,"SALINE",143,25207,727,633,2017,23963
274,3840.49,305.708,4146.2,2017,10,401,0,131,284,1523.3,1496,1420,969,2,4652,266,13,476,1043,170,102259,97745,4.4,0.0116353,0.0111127,0.012432,0.0118129,0.000162377,0.0001776,0.0106459,0.0100217,0.00131424,0.00132946,0.0685283,0.0609523,0.40711,0.426677,0.480241,"SANGAMON",3045,199894,8288,4514,2017,197072
275,887.648,-331.148,556.5,2017,1,1,0,1,0,732.3,3,18,20,0,28,0,0,3,5,8,3336,3184,4.6,0.00719632,0.0113702,0.00359816,0.00359816,0,0,0.0027346,0.00100748,0.000719632,0.00115141,0.00748417,0.029361,0.492516,0.461284,0.52418,"SCHUYLER",50,6828,38,152,2017,6948
276,339.675,179.225,518.9,2017,0,1,0,0,0,79.8,13,0,1,0,12,0,0,3,0,0,2456,2327,5.3,0.00561911,0.00662252,0.00461569,0.00421433,0.00260887,0,0.00180614,0.000802729,0.00100341,0.00140478,0.00140478,0.0034116,0.486253,0.495685,0.492876,"SCOTT",4,5011,26,129,2017,4983
277,436.478,-237.878,198.6,2017,0,1,0,4,0,79.4,6,3,8,0,36,0,0,9,3,0,10416,9953,4.4,0.00509782,0.00500597,0.00454671,0.00422522,0.000137779,0.000275558,0.0017452,0.00146964,0.0008726,0.00137779,0.00119408,0.00220446,0.491412,0.494443,0.497061,"SHELBY",20,25180,50,463,2017,21774
278,991.805,-204.505,787.3,2017,0,3,0,0,0,57.3,16,0,3,0,30,0,0,1,6,0,2568,2405,6.3,0.00934579,0.00861279,0.00769654,0.00806304,0.000366502,0.000366502,0.00329852,0.00256551,0.00128276,0.00128276,0.00421477,0.00256551,0.484332,0.491296,0.491845,"STARK",4,6986,55,163,2017,5457
279,2578.81,-397.812,2181,2017,8,20,0,32,6,589.3,180,95,101,0,777,13,2,80,21,0,21660,20642,4.7,0.0186012,0.0209125,0.0157566,0.0136454,0.00017779,0.000244461,0.00353357,0.00277796,0.0013112,0.00126675,0.0514479,0.0497144,0.430384,0.442674,0.485099,"STEPHENSON",284,48190,1051,1018,2017,44997
280,1446.08,63.0155,1509.1,2017,17,54,0,63,15,911,435,382,546,0,1216,24,1,236,218,42,64655,61182,5.4,0.010675,0.0127501,0.00746129,0.00704927,0.000142334,0.000187281,0.00528882,0.00353587,0.00139337,0.00185783,0.00454719,0.00837522,0.477463,0.489314,0.491853,"TAZEWELL",1223,134255,2026,3473,2017,133489
281,1719.62,-133.323,1586.3,2017,14,14,0,9,3,867.3,55,16,46,0,176,1,0,31,31,51,7361,6886,6.5,0.023338,0.0294672,0.00772041,0.00819189,0.000294672,5.89345e-05,0.00271098,0.00206271,0.00259312,0.00430222,0.00471476,0.00736681,0.484029,0.483498,0.498468,"UNION",158,18218,289,475,2017,16968
282,3310.74,1001.46,4312.2,2017,2,106,0,87,10,539.5,728,69,59,0,1817,96,10,165,503,125,33974,31766,6.5,0.022796,0.0270695,0.0123055,0.0124213,0.000115847,0.000193078,0.00505863,0.00395165,0.00187929,0.00176344,0.0665345,0.0730219,0.417344,0.417253,0.496853,"VERMILION",420,77848,3357,2208,2017,77689
283,1710.23,503.267,2213.5,2017,12,2,0,1,0,1443.6,39,14,77,0,185,2,0,23,24,39,5633,5350,5,0.0100668,0.0161416,0.00581446,0.00772368,8.6783e-05,0.000347132,0.00442593,0.00702942,0.00130174,0.00147531,0.00381845,0.00529376,0.486852,0.482947,0.501605,"WABASH",165,11430,253,283,2017,11523
284,1125.85,66.3455,1192.2,2017,0,14,0,6,3,435.9,42,0,55,0,132,0,1,15,29,13,8661,8297,4.2,0.0434554,0.0517965,0.00991601,0.00904106,0.00104993,0.00110826,0.00927438,0.0126575,0.00180821,0.00268315,0.0120159,0.0165072,0.460861,0.47171,0.494225,"WARREN",83,19041,227,364,2017,17144
285,668.254,-24.9539,643.3,2017,3,5,0,1,2,291.8,27,13,15,0,32,0,0,6,30,7,9640,9354,3,0.00780635,0.00709017,0.00487001,0.00537134,7.16178e-05,0.000143236,0.0027931,0.00229177,0.000787796,0.00128912,0.00408222,0.00551457,0.490582,0.487431,0.499964,"WASHINGTON",44,15078,97,286,2017,13963
286,657.676,64.2241,721.9,2017,0,2,0,1,3,116.2,13,2,4,0,93,0,0,7,6,6,6954,6523,6.2,0.00779917,0.00731172,0.00456983,0.00554472,6.0931e-05,0.000121862,0.00347307,0.00237631,0.00164514,0.00134048,0.0025591,0.00304655,0.48562,0.494821,0.492871,"WAYNE",19,16346,118,431,2017,16412
287,896.143,392.757,1288.9,2017,0,9,0,1,3,554.3,28,26,24,0,103,0,0,16,49,17,6679,6354,4.9,0.00625764,0.0085593,0.00431562,0.00596993,0.000143854,0.000359635,0.00338056,0.0018701,0.00158239,0.00215781,0.00230166,0.00496296,0.480975,0.497447,0.490829,"WHITE",83,14974,193,325,2017,13903
288,1343.31,479.086,1822.4,2017,11,50,0,29,10,318.3,169,43,44,0,705,5,1,65,56,16,28199,26834,4.8,0.0577964,0.0614601,0.00834599,0.00834599,7.1486e-05,0.000142972,0.00321687,0.00209097,0.00194799,0.00260924,0.0077741,0.00973997,0.479903,0.483692,0.494951,"WHITESIDE",179,56245,1025,1365,2017,55955
289,1085.77,235.535,1321.3,2017,28,501,0,224,118,240.9,1135,503,493,2,6165,309,26,622,659,20,359836,341728,5,0.0848411,0.0887992,0.00972803,0.00959479,0.000246206,0.00025924,0.0302645,0.0278169,0.00221441,0.00228971,0.0606883,0.0587346,0.40635,0.400768,0.49609,"WILL",1666,691668,9139,18108,2017,690479
290,1509.37,-213.875,1295.5,2017,5,65,0,11,4,138.5,267,16,16,0,536,16,1,49,26,13,31820,30172,5.2,0.0114543,0.0148697,0.00918731,0.00841176,0.000119316,0.00013423,0.00683082,0.00481737,0.00175991,0.00281883,0.0179123,0.0278006,0.461528,0.466674,0.497517,"WILLIAMSON",99,71478,926,1648,2017,67049
291,4085.17,-435.374,3649.8,2017,65,553,1,165,78,618.3,1894,971,237,2,5195,462,19,481,2015,5,139076,130081,6.5,0.0627158,0.0644335,0.0141316,0.0138646,0.000270478,0.000252915,0.0144688,0.0136012,0.00265912,0.00271181,0.0699204,0.064005,0.407193,0.410073,0.488477,"WINNEBAGO",1759,284508,10384,8995,2017,284681
