County,Percent Hispanic Female,Percent Hispanic Male,Percent Two or More Races Female,Percent Two or More Races Male,Percent Native Hawaiin Female,Percent Native Hawaiin Male,Percent Asain Female,Percent Asain Male,Percent American Indian Female,Percent American Indian Male,Percent Black Female,Percent Black Male,Percent White Male,Percent White Female,Population Percent Male,YEAR,TOT_POP
ROCK ISLAND,6.311010374,6.552270768,1.375253775,1.463553689,0.027115722,0.020858247,1.208387797,1.357176628,0.312178435,0.277414690,5.127652474,5.655366132,41.988347192,42.570292294,49.379119504,2017,143828
ROCK ISLAND,6.435938607,6.656102537,1.403019191,1.490664068,0.024540566,0.022437089,1.236844504,1.368662399,0.327441260,0.287475196,5.208910329,5.729871478,41.819928342,42.488132884,49.311111267,2018,142621
ROCK ISLAND,6.511886890,6.705714024,1.457580051,1.530177123,0.024668908,0.021144778,1.260933612,1.393440890,0.336906801,0.298846200,5.281965619,5.795078905,41.676358023,42.362153666,49.275791343,2019,141879
ST. CLAIR,1.877609889,2.019950313,1.183275567,1.115692182,0.056256560,0.049082905,0.839317672,0.541799757,0.158197978,0.178586261,16.406904832,13.953514714,33.482092291,33.045631999,48.310415392,2015,264858
ST. CLAIR,1.919167740,2.057852402,1.204086828,1.148612963,0.052814159,0.044835041,0.845406498,0.544859739,0.165661678,0.185039535,16.410005053,13.974474423,33.415404256,33.039625817,48.282399967,2016,263187
ST. CLAIR,1.988194973,2.119573496,1.227341965,1.193830922,0.052932216,0.044554455,0.883472963,0.583015994,0.179741051,0.192688500,16.443640518,13.978293983,33.367479056,32.926884996,48.285986291,2017,262600
ST. CLAIR,2.030532599,2.159090909,1.266835017,1.229338843,0.050505051,0.046296296,0.904499541,0.604147536,0.175619835,0.200872360,16.522038567,14.001760024,33.268288950,32.839761249,48.240740741,2018,261360
ST. CLAIR,2.106775105,2.211902066,1.317745277,1.283088037,0.050445538,0.046594734,0.929969271,0.631917007,0.180602728,0.204477715,16.549217131,14.004605562,33.156966490,32.798071517,48.173948538,2019,259686
SALINE,0.861400286,0.832823025,0.943049602,1.004286589,0.016329863,0.061236987,0.371504389,0.257195346,0.224535620,0.212288222,1.526842213,2.494386610,46.242090222,47.589303940,49.328434374,2015,24495
SALINE,0.887329757,0.883202641,0.994634750,1.002888981,0.020635576,0.061906727,0.383821709,0.272389600,0.231118448,0.222864218,1.494015683,2.406108130,46.306231944,47.552620718,49.323153116,2016,24230
SALINE,0.926428244,0.901389642,1.018236448,0.947293745,0.020865501,0.066769603,0.392271418,0.283770813,0.233693611,0.208655010,1.477277469,2.353628511,46.409047281,47.485707132,49.371948420,2017,23963
SALINE,0.941611669,0.941611669,1.067720375,0.979444281,0.021018118,0.067257976,0.386733364,0.260624658,0.252217411,0.226995670,1.467064610,2.383454538,46.311320358,47.488334945,49.316911177,2018,23789
SALINE,0.864160742,0.876931591,1.102549913,0.962070580,0.029798646,0.072368141,0.370354604,0.251160019,0.263930867,0.229875271,1.481418416,2.349836107,46.196415649,47.579924226,49.172023328,2019,23491
SANGAMON,1.116149986,1.096039176,1.203129242,1.158885459,0.015083108,0.017094189,1.023640258,0.956771813,0.136753512,0.129211958,6.635059176,5.874870537,41.024042474,42.923005762,48.063328942,2015,198898
SANGAMON,1.142779231,1.109955258,1.232666418,1.182672982,0.015654510,0.017169463,1.050367124,0.973104542,0.135840748,0.127256017,6.811731793,6.013856766,40.821912274,42.734287417,48.019451991,2016,198026
SANGAMON,1.163534140,1.111268978,1.243200455,1.181294146,0.016237720,0.017760006,1.064585532,1.002171795,0.131424048,0.132946334,6.852825363,6.095234229,40.711009174,42.667654461,48.024072420,2017,197072
SANGAMON,1.200169700,1.149566293,1.270707783,1.219593230,0.017890093,0.020956967,1.077494774,1.020246474,0.134431274,0.134431274,6.850372370,6.117389682,40.662137917,42.624936746,48.024166961,2018,195639
SANGAMON,1.232842936,1.195857648,1.300135613,1.234383989,0.019520013,0.022602120,1.099798636,1.061272294,0.137153777,0.138694830,6.865907783,6.115928331,40.594949453,42.569552889,48.007931290,2019,194672
SCHUYLER,0.755139141,1.244581177,0.279681163,0.293665222,0,0,0.251713047,0.083904349,0.083904349,0.097888407,0.769123200,2.908684100,49.517549993,45.993567333,52.622010908,2015,7151
SCHUYLER,0.796586060,1.251778094,0.312944523,0.298719772,0,0,0.256045519,0.085348506,0.071123755,0.099573257,0.825035562,2.816500711,49.288762447,46.230440967,52.304409673,2016,7030
SCHUYLER,0.719631549,1.137017847,0.359815774,0.359815774,0,0,0.273459988,0.100748417,0.071963155,0.115141048,0.748416811,2.936096718,49.251583189,46.128382268,52.417962003,2017,6948
SCHUYLER,0.742358079,1.208151383,0.363901019,0.320232897,0,0,0.305676856,0.116448326,0.072780204,0.116448326,0.713245997,2.838427948,49.301310044,46.157205240,52.387190684,2018,6870
SCHUYLER,0.916075650,1.403664303,0.398936170,0.339834515,0,0,0.295508274,0.103427896,0.073877069,0.132978723,0.723995272,2.910756501,49.202127660,46.099290780,52.408392435,2019,6768
SCOTT,0.528375734,0.724070450,0.528375734,0.469667319,0,0,0.176125245,0.058708415,0.097847358,0.136986301,0.136986301,0.273972603,48.395303327,50.176125245,48.884540117,2015,5110
SCOTT,0.514647664,0.633412510,0.494853523,0.435471101,0.118764846,0,0.158353127,0.059382423,0.098970705,0.178147268,0.138558987,0.277117973,48.317498021,50.118764846,48.871733967,2016,5052
SCOTT,0.561910496,0.662251656,0.461569336,0.421432872,0.260887016,0,0.180614088,0.080272928,0.100341160,0.140477624,0.140477624,0.341159944,48.625326109,49.568533012,49.287577764,2017,4983
SCOTT,0.588593465,0.669778770,0.426222854,0.507408159,0.385630201,0,0.162370611,0.060888979,0.081185305,0.142074285,0.223259590,0.385630201,48.569108991,49.563628983,49.157702456,2018,4927
SCOTT,0.626136134,0.807917592,0.444354676,0.525146435,0.504948495,0,0.181781458,0.060593819,0.080791759,0.141385579,0.201979398,0.424156736,48.495253484,49.424358715,49.161785498,2019,4951
SHELBY,0.522480407,0.462899308,0.375819240,0.384985563,0.013749484,0.022915807,0.183326459,0.160410651,0.082496906,0.137494844,0.109995875,0.242907558,48.884000183,49.763967185,49.470644851,2015,21819
SHELBY,0.542953113,0.496940137,0.414116781,0.404914186,0.013803893,0.023006488,0.193254498,0.161045415,0.082823356,0.142640225,0.110431142,0.230064878,49.105047623,49.496157917,49.689412414,2016,21733
SHELBY,0.509782309,0.500597042,0.454670708,0.422522274,0.013777900,0.027555800,0.174520070,0.146964269,0.087260035,0.137779002,0.119408469,0.220446404,49.141177551,49.444291357,49.706071461,2017,21774
SHELBY,0.529319709,0.552333610,0.464880788,0.460278008,0.013808340,0.027616680,0.170302863,0.156494523,0.087452822,0.142686182,0.119672282,0.243947344,49.203719046,49.341802449,49.802080457,2018,21726
SHELBY,0.540815383,0.610150689,0.513081261,0.448368309,0.018489415,0.027734122,0.175649441,0.161782380,0.101691781,0.157160026,0.138670611,0.263474161,49.144864565,49.260423408,49.791994083,2019,21634
STARK,0.799273388,0.581289737,0.653950954,0.653950954,0,0,0.326975477,0.163487738,0.127157130,0.127157130,0.381471390,0.290644868,48.356039964,49.500454133,49.009990917,2015,5505
STARK,0.852685051,0.634978229,0.689404935,0.780116110,0,0,0.308417997,0.199564586,0.126995646,0.126995646,0.399129173,0.326560232,48.421625544,49.365021771,49.111030479,2016,5512
STARK,0.934579439,0.861279091,0.769653656,0.806303830,0.036650174,0.036650174,0.329851567,0.256551219,0.128275609,0.128275609,0.421477002,0.256551219,48.433205058,49.129558365,49.184533627,2017,5457
STARK,1.052048726,0.996677741,0.775193798,0.719822813,0.036913990,0.036913990,0.369139904,0.258397933,0.129198966,0.110741971,0.461424880,0.424510890,48.671096346,48.652639350,49.575489110,2018,5418
STARK,1.067016099,0.973418195,0.842381131,0.730063647,0.037439161,0.037439161,0.393111194,0.280793710,0.131037065,0.112317484,0.524148259,0.336952452,48.839385998,48.427555223,49.644327967,2019,5342
STEPHENSON,1.740825085,1.898484716,1.478059035,1.235000438,0.017517737,0.026276605,0.359113603,0.302180958,0.131383025,0.122624157,5.067005343,4.701322589,43.216256460,44.527896996,48.419024262,2015,45668
STEPHENSON,1.786695383,1.971298596,1.518581192,1.322989693,0.017581258,0.024174230,0.353822825,0.294486078,0.131859438,0.127464123,5.120541503,4.887589829,43.087268971,44.359712546,48.497901237,2016,45503
STEPHENSON,1.860124008,2.091250528,1.575660600,1.364535413,0.017778963,0.024446074,0.353356890,0.277796298,0.131119852,0.126675112,5.144787430,4.971442541,43.038424784,44.267395604,48.509900660,2017,44997
STEPHENSON,1.957720383,2.214434002,1.593856731,1.404111882,0.017858339,0.024555216,0.379489698,0.301359466,0.142866710,0.147331295,5.201241155,5.078465076,42.991718195,44.056521642,48.608165725,2018,44797
STEPHENSON,1.988853432,2.312463482,1.676479842,1.458492517,0.017978336,0.029214796,0.391028810,0.305631714,0.155063149,0.150568565,5.249674143,5.184502674,42.891815362,43.882871140,48.626904580,2019,44498
TAZEWELL,1.021578234,1.210704234,0.691724621,0.655239684,0.015636402,0.015636402,0.526425519,0.367827732,0.130303346,0.176467960,0.416970708,0.782564668,47.825051004,49.014162112,49.204777293,2015,134302
TAZEWELL,1.048293164,1.239434937,0.703341994,0.671982797,0.015679599,0.018666189,0.530119762,0.353910940,0.134396559,0.175462175,0.419615924,0.804139414,47.856374877,48.950960189,49.245885972,2016,133932
TAZEWELL,1.067503689,1.275011424,0.746128895,0.704926998,0.014233383,0.018728135,0.528882530,0.353587187,0.139337324,0.185783098,0.454719115,0.837522193,47.746256246,48.931372622,49.185326132,2017,133489
TAZEWELL,1.074367686,1.312948282,0.740656852,0.715741789,0.012835032,0.018875047,0.541336353,0.363910910,0.140430351,0.181955455,0.462816157,0.850887127,47.713099283,48.933937335,49.167987920,2018,132450
TAZEWELL,1.088746083,1.367191946,0.730635873,0.732911997,0.012898037,0.018967702,0.552339476,0.379354036,0.146430658,0.183607353,0.488607998,0.889205860,47.693906815,48.868386911,49.200701046,2019,131803
UNION,2.140708169,2.788706318,0.717426522,0.873640361,0.028928489,0.011571396,0.242999306,0.185142328,0.242999306,0.376070354,0.393427447,0.717426522,48.426290211,48.570932654,49.803286276,2015,17284
UNION,2.268342590,2.870505700,0.736626717,0.853551593,0.029231219,0.011692488,0.274773458,0.210464776,0.239695995,0.397544578,0.409237065,0.707395498,48.301666179,48.617363344,49.693072201,2016,17105
UNION,2.333804809,2.946723244,0.772041490,0.819189062,0.029467232,0.005893446,0.271098538,0.206270627,0.259311645,0.430221594,0.471475719,0.736680811,48.402876002,48.349834983,49.846770391,2017,16968
UNION,2.388307985,2.923003802,0.784220532,0.837690114,0.029705323,0.005941065,0.267347909,0.207937262,0.273288973,0.433697719,0.487167300,0.772338403,48.568203422,48.092918251,50.065351711,2018,16832
UNION,2.377949919,2.912388158,0.798654897,0.870713985,0.030024620,0.012009848,0.288236354,0.210172341,0.300246202,0.438359455,0.510418543,0.822674593,48.591845313,47.961328289,50.111091095,2019,16653
VERMILION,2.207907035,2.580522925,1.157003916,1.143109764,0.011367942,0.017683466,0.495137047,0.367563471,0.198307440,0.176834660,6.508778578,7.107490211,41.935076418,41.976758873,49.652646204,2015,79170
VERMILION,2.304634749,2.663897878,1.212831554,1.187351900,0.012739827,0.019109741,0.500675211,0.372002956,0.192371391,0.180905547,6.578846791,7.274441359,41.740769995,41.850332509,49.652202716,2016,78494
VERMILION,2.279602003,2.706946929,1.230547439,1.242132091,0.011584652,0.019307753,0.505863121,0.395165339,0.187928793,0.176344141,6.653451583,7.302192074,41.734351066,41.725340782,49.685283631,2017,77689
VERMILION,2.351959532,2.834345910,1.234648379,1.290709499,0.014341217,0.020859952,0.518891294,0.411984042,0.195562045,0.190347057,6.656932023,7.319235483,41.764230398,41.601262027,49.778363015,2018,76702
VERMILION,2.403706539,2.852504026,1.243433037,1.298872726,0.014519919,0.021119882,0.518757095,0.395997782,0.197998891,0.204598854,6.619762929,7.332558938,41.776446052,41.612766969,49.792761161,2019,75758
WABASH,0.868891948,1.316242257,0.516173434,0.748451480,0.008602891,0.034411562,0.438747419,0.628011012,0.111837577,0.120440468,0.283895389,0.464556091,48.563317275,48.804198211,49.836545079,2015,11624
WABASH,0.909721019,1.490209669,0.554496621,0.771096864,0.008664010,0.034656039,0.459192514,0.675792757,0.112632126,0.147288165,0.303240340,0.502512563,48.665742506,48.466470282,50.095304107,2016,11542
WABASH,1.006682288,1.614162978,0.581445804,0.772368307,0.008678296,0.034713182,0.442593075,0.702941942,0.130174434,0.147531025,0.381845006,0.529376031,48.685238219,48.294714918,50.160548468,2017,11523
WABASH,1.110821835,1.874511846,0.598802395,0.876507854,0.008678296,0.034713182,0.442593075,0.685585351,0.130174434,0.156209320,0.364488414,0.564089213,48.850125835,48.103792415,50.351470971,2018,11523
WABASH,1.189236111,1.961805556,0.694444444,0.902777778,0.008680556,0.034722222,0.460069444,0.746527778,0.15625,0.147569444,0.407986111,0.607638889,48.828125,47.873263889,50.399305556,2019,11520
WARREN,4.354053280,4.955600115,0.813520481,0.824978516,0.063019192,0.085935262,0.939558866,1.426525351,0.189057577,0.292179891,1.208822687,1.609853910,45.918075050,47.413348611,49.372672587,2015,17455
WARREN,4.342546548,5.100034694,0.890482248,0.896264600,0.086735284,0.104082341,0.890482248,1.318376315,0.185035272,0.294899965,1.243205736,1.630623338,45.981265179,47.316988551,49.387070660,2016,17294
WARREN,4.345543630,5.179654690,0.991600560,0.904106393,0.104993000,0.110825945,0.927438171,1.265748950,0.180821279,0.268315446,1.201586561,1.650723285,46.086094260,47.171021932,49.422538497,2017,17144
WARREN,4.431497175,5.243644068,1.024011299,0.894538606,0.088276836,0.105932203,1.000470810,1.318267420,0.176553672,0.258945386,1.141713748,1.653719397,45.962806026,47.251647834,49.317325800,2018,16992
WARREN,4.511992401,5.355022560,1.015198290,0.854903823,0.083115649,0.106862978,1.056756115,1.353597720,0.231536452,0.267157445,1.187366421,1.721681311,45.879838518,47.067204939,49.358822133,2019,16844
WASHINGTON,0.729210489,0.715187211,0.420698359,0.610012621,0.007011639,0.014023279,0.252419016,0.196325901,0.077128033,0.119197868,0.350581966,0.511849670,49.305847707,48.716870004,50.175290983,2015,14262
WASHINGTON,0.747584456,0.641794203,0.514845899,0.571267367,0.007052684,0.014105367,0.296212709,0.218633190,0.056421468,0.098737570,0.387897595,0.507793215,49.185415050,48.712885253,50.024684392,2016,14179
WASHINGTON,0.780634534,0.709016687,0.487001361,0.537133854,0.007161785,0.014323569,0.279309604,0.229177111,0.078779632,0.128912125,0.408221729,0.551457423,49.058225310,48.743106782,49.996419108,2017,13963
WASHINGTON,0.807200514,0.657189799,0.421458676,0.492892349,0.007143367,0.014286735,0.271447961,0.200014287,0.064290306,0.128580613,0.414315308,0.528609186,48.982070148,48.910636474,49.910707908,2018,13999
WASHINGTON,0.756102830,0.684093037,0.496867574,0.518470512,0.007200979,0.014401959,0.295240153,0.216029380,0.072009793,0.158421545,0.403254843,0.583279326,49.060272197,48.685821272,50.039605386,2019,13887
WAYNE,0.672034873,0.690197978,0.429860144,0.514621299,0.012108736,0.006054368,0.351153357,0.254283466,0.133196101,0.127141733,0.314827148,0.284555307,48.640794333,49.397590361,49.361264152,2015,16517
WAYNE,0.749607061,0.761697497,0.459436586,0.513843550,0.006045218,0.006045218,0.344577439,0.247853948,0.151130456,0.132994801,0.241808729,0.296215693,48.712368517,49.353161649,49.443839923,2016,16542
WAYNE,0.779917134,0.731172313,0.456982696,0.554472337,0.006093103,0.012186205,0.347306849,0.237631002,0.164513770,0.134048257,0.255910310,0.304655130,48.562027785,49.482086278,49.287106995,2017,16412
WAYNE,0.808526277,0.728898689,0.441014333,0.557393115,0.006125199,0.006125199,0.361386745,0.245007963,0.171505574,0.153129977,0.269508759,0.318510352,48.468700233,49.528359672,49.222099718,2018,16326
WAYNE,0.857230959,0.746222633,0.450200432,0.598211533,0.006167129,0.006167129,0.376194881,0.259019426,0.178846747,0.154178230,0.265186556,0.345359235,48.559975331,49.361702128,49.361702128,2019,16215
WHITE,0.563221628,0.760349197,0.429456491,0.464657843,0.014080541,0.035201352,0.260490003,0.126724866,0.154885948,0.232328921,0.168966488,0.478738384,47.880878626,50.183047029,48.789073500,2015,14204
WHITE,0.589530506,0.887847148,0.390652745,0.518502735,0.014205554,0.035513886,0.298316642,0.142055544,0.191774984,0.227288870,0.191774984,0.440372186,48.149726543,49.875701399,49.037573691,2016,14079
WHITE,0.625764224,0.855930375,0.431561533,0.596993455,0.014385384,0.035963461,0.338056535,0.187009998,0.158239229,0.215780767,0.230166151,0.496295764,48.097532907,49.744659426,49.082931741,2017,13903
WHITE,0.631517110,0.837127331,0.425906888,0.638860332,0.014686444,0.036716111,0.367161110,0.212953444,0.168894111,0.220296666,0.198267000,0.499339110,48.142164782,49.662211779,49.162872669,2018,13618
WHITE,0.664844500,0.886459334,0.465391150,0.679618822,0.014774322,0.036935806,0.391519539,0.229001995,0.162517545,0.221614833,0.199453350,0.502326956,48.023934402,49.722981458,49.043362636,2019,13537
WHITESIDE,5.737978531,6.048946749,0.820464168,0.776542104,0.012298178,0.017568826,0.296913157,0.216096558,0.187986437,0.267046153,0.781812751,0.950473480,47.927756988,48.474147473,49.426377835,2015,56919
WHITESIDE,5.710390254,6.085770947,0.825129258,0.798569304,0.014165309,0.015935973,0.308095474,0.210708974,0.191231674,0.265599547,0.786174658,0.973865005,47.933635527,48.425880020,49.449323606,2016,56476
WHITESIDE,5.779644357,6.146010187,0.834599232,0.834599232,0.007148602,0.014297203,0.321687070,0.209096595,0.194799392,0.260923957,0.777410419,0.973996962,47.990349388,48.369225270,49.495130015,2017,55955
WHITESIDE,5.920472342,6.235486832,0.851439166,0.880240491,0.009000414,0.016200745,0.342015733,0.221410185,0.198009108,0.262812089,0.790236351,0.999045956,47.975806887,48.280020881,49.529278347,2018,55553
WHITESIDE,6.038966923,6.310829180,0.915269597,0.875396466,0.009062075,0.016311735,0.344358858,0.228364295,0.210240145,0.271862256,0.808337109,1.009515179,47.907566833,48.230176710,49.482555505,2019,55175
WILL,8.117490454,8.496129773,0.906576544,0.919261034,0.024931584,0.026097974,2.852260682,2.608922591,0.205138822,0.222197274,6.004866762,5.788938833,40.926580130,40.366712982,49.639512624,2015,685877
WILL,8.291395962,8.670575656,0.933275996,0.938796620,0.025133367,0.025278646,2.934211597,2.687381597,0.211527063,0.221841913,6.017044200,5.810601922,40.804965075,40.266994805,49.611812973,2016,688328
WILL,8.484110306,8.879922489,0.972802938,0.959478855,0.024620589,0.025924032,3.026449754,2.781692130,0.221440478,0.228971482,6.068830479,5.873458860,40.634979485,40.076816239,49.609039522,2017,690479
WILL,8.675987378,9.099485060,0.994286326,0.977792054,0.025030782,0.026911708,3.089493004,2.841644855,0.224842979,0.236851967,6.165385467,5.946185265,40.505882234,39.878955189,49.622006253,2018,691149
WILL,8.868276624,9.282468299,1.007610645,0.991975308,0.025479809,0.027651384,3.148059408,2.897025377,0.229607828,0.239741843,6.233432695,6.003245780,40.386511336,39.736197109,49.619612504,2019,690743
WILLIAMSON,1.118229816,1.437088450,0.852761464,0.796405054,0.010381444,0.011864507,0.665895474,0.452334342,0.155721659,0.246188527,1.730735006,2.632437563,46.314587412,46.887049890,49.697455063,2015,67428
WILLIAMSON,1.108903846,1.451359445,0.886530080,0.824265425,0.010377442,0.013342426,0.690841166,0.464019925,0.170486554,0.254988585,1.738962849,2.727784861,46.267085718,46.741483085,49.761318825,2016,67454
WILLIAMSON,1.145430953,1.486972214,0.918731077,0.841175856,0.011931572,0.013423019,0.683082522,0.481737237,0.175990693,0.281883399,1.791227311,2.780056377,46.152813614,46.667362675,49.751674149,2017,67049
WILLIAMSON,1.204801290,1.518318354,0.976381714,0.888298349,0.011943507,0.011943507,0.740497447,0.525514317,0.191096115,0.295601803,1.845271864,2.796273626,46.025797976,46.540861724,49.693947628,2018,66982
WILLIAMSON,1.214769434,1.513581693,1.012057600,0.908449330,0.012012553,0.013514122,0.795831644,0.548072736,0.166674175,0.300313828,1.786867276,2.861990780,46.008078442,46.442031923,49.784524828,2019,66597
WINNEBAGO,5.955465474,6.140735788,1.320225110,1.318832101,0.024725925,0.024725925,1.405895218,1.324752392,0.261537604,0.267457896,6.796146935,6.305110953,40.852452394,41.344184880,48.847284327,2015,287148
WINNEBAGO,6.119937776,6.297869365,1.376260640,1.358432524,0.025518676,0.025868247,1.425200566,1.342002692,0.268470453,0.274063587,6.857881950,6.324786325,40.812053205,41.197629909,48.849037806,2016,286065
WINNEBAGO,6.271581173,6.443352384,1.413160696,1.386464148,0.027047818,0.025291467,1.446882651,1.360118870,0.265911670,0.271180725,6.992036701,6.400497399,40.719261208,41.007302911,48.847657554,2017,284681
WINNEBAGO,6.495081620,6.628353841,1.446955541,1.431089800,0.028910905,0.026442901,1.437436096,1.354934245,0.274653598,0.267954730,7.175898177,6.527165674,40.576807813,40.805274477,48.830871205,2018,283630
WINNEBAGO,6.703070368,6.808530215,1.500148635,1.468298345,0.029726937,0.026541908,1.464405532,1.370978016,0.286652605,0.269311892,7.301148026,6.659895531,40.370949705,40.641323273,48.776594992,2019,282572
WOODFORD,0.775751349,0.935011559,0.606216286,0.567685590,0.015412278,0.015412278,0.380169535,0.321089134,0.133573080,0.131004367,0.267146160,0.321089134,48.856922682,48.923709222,49.673773440,2015,38930
WOODFORD,0.814637782,0.973967569,0.606481125,0.611620795,0.015419012,0.012849176,0.359776938,0.334078586,0.138771105,0.128491764,0.280112045,0.354637268,48.911674762,48.824300362,49.775139414,2016,38913
WOODFORD,0.850788725,1.000775795,0.579260409,0.563744505,0.015515904,0.012929920,0.372381691,0.346521852,0.155159038,0.121541246,0.297388156,0.385311611,48.975950349,48.704422033,49.875872770,2017,38670
WOODFORD,0.866924495,1.007085940,0.594388351,0.550263452,0.012977912,0.012977912,0.389337348,0.363381525,0.150543774,0.119396787,0.269940561,0.394528512,49.001998598,48.648999403,49.933812651,2018,38527
WOODFORD,0.884058348,1.027067786,0.621441015,0.566837411,0.023401545,0.015601030,0.413427286,0.392625913,0.137809095,0.130008581,0.306820250,0.431628487,48.979432643,48.508801581,49.988299228,2019,38459
